pokemon_id,version_group_id,move_name,level,type,power,accuracy
381,5,Psywave,1,psychic,-,100
381,6,Psywave,1,psychic,-,100
381,7,Psywave,1,psychic,-,100
381,8,Psywave,1,psychic,-,100
381,9,Psywave,1,psychic,-,100
381,10,Psywave,1,psychic,-,100
381,11,Psywave,1,psychic,-,100
381,12,Psywave,1,psychic,-,100
381,13,Psywave,1,psychic,-,100
381,14,Psywave,1,psychic,-,100
381,15,Psywave,1,psychic,-,100
381,15,Memento,1,dark,-,100
381,15,Dragon Dance,1,dragon,-,-
381,15,Dragon Pulse,1,dragon,85,100
381,15,Power Split,1,psychic,-,-
381,15,Telekinesis,1,psychic,-,-
381,15,Heal Pulse,1,psychic,-,-
381,16,Psywave,1,psychic,-,100
381,16,Safeguard,1,normal,-,-
381,16,Memento,1,dark,-,100
381,16,Helping Hand,1,normal,-,-
381,16,Heal Block,1,psychic,-,100
381,16,Protect,4,normal,-,-
381,5,Memento,5,dark,-,100
381,6,Memento,5,dark,-,100
381,7,Memento,5,dark,-,100
381,8,Heal Block,5,psychic,-,100
381,9,Heal Block,5,psychic,-,100
381,10,Heal Block,5,psychic,-,100
381,11,Heal Block,5,psychic,-,100
381,12,Memento,5,dark,-,100
381,13,Memento,5,dark,-,100
381,14,Heal Block,5,psychic,-,100
381,15,Heal Block,5,psychic,-,100
381,16,Dragon Dance,7,dragon,-,-
381,5,Helping Hand,10,normal,-,-
381,6,Helping Hand,10,normal,-,-
381,7,Helping Hand,10,normal,-,-
381,8,Helping Hand,10,normal,-,-
381,9,Helping Hand,10,normal,-,-
381,10,Helping Hand,10,normal,-,-
381,11,Helping Hand,10,normal,-,-
381,12,Helping Hand,10,normal,-,-
381,13,Helping Hand,10,normal,-,-
381,14,Helping Hand,10,normal,-,-
381,15,Helping Hand,10,normal,-,-
381,16,Stored Power,10,psychic,20,100
381,16,Refresh,13,normal,-,-
381,5,Safeguard,15,normal,-,-
381,6,Safeguard,15,normal,-,-
381,7,Safeguard,15,normal,-,-
381,8,Safeguard,15,normal,-,-
