id,pokedex_version_id,game_name,flavor_text
442,12,Diamond,A Pokemon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.
442,13,Pearl,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
442,14,Platinum,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.
442,15,HeartGold,It was formed by uniting 108 spirits. It has been bound to the Odd Keystone to keep it from doing any mischief.
442,16,SoulSilver,It was formed by uniting 108 spirits. It has been bound to the Odd Keystone to keep it from doing any mischief.
442,17,Black,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.
442,18,White,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.
442,21,Black 2,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.
442,22,White 2,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.
442,23,X,A Pokemon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.
442,24,Y,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
442,25,Omega Ruby,A Pokemon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.
442,26,Alpha Sapphire,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
