id,pokedex_version_id,game_name,flavor_text
309,7,Ruby,ELECTRIKE stores electricity in its long body hair. This Pokemon stimulates its leg muscles with electric charges.These jolts of power give its legs explosive acceleration performance.
309,8,Sapphire,ELECTRIKE runs faster than the human eye can follow. The friction from running is converted into electricity which is then stored in this Pokemon's fur.
309,9,Emerald,It generates electricity using friction from the atmosphere. In seasons with especially arid air its entire body blazes with violent showers of sparks.
309,10,FireRed,It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.
309,11,LeafGreen,It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.
309,12,Diamond,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,13,Pearl,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,14,Platinum,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,15,HeartGold,It stores electricity in its fur. It gives off sparks from all over its body in seasons when the air is dry.
309,16,SoulSilver,It stores electricity in its fur. It gives off sparks from all over its body in seasons when the air is dry.
309,17,Black,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,18,White,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,21,Black 2,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,22,White 2,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,23,X,Using electricity stored in its fur it stimulates its muscles to heighten its reaction speed.
309,24,Y,It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.
309,25,Omega Ruby,Electrike stores electricity in its long body hair. This Pokemon stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.
309,26,Alpha Sapphire,Electrike runs faster than the human eye can follow. The friction from running is converted into electricity which is then stored in this Pokemon's fur.
