id,pokedex_version_id,game_name,flavor_text
211,4,Gold,To fire its poison spikes it must inflate its bodyby drinking over 2.6 gallons of water all at once.
211,5,Silver,The small spikes covering its body developed fromscales. They in ject a toxin that causes fainting.
211,6,Crystal,When faced with a larger opponent it swallows asmuch water as it can to match the opponent's size.
211,7,Ruby,QWILFISH sucks in water inflating itself. This Pokemon uses the pressure of the water it swallowed to shoottoxic quills all at once from all over its body. It finds swimming somewhat challenging.
211,8,Sapphire,QWILFISH sucks in water inflating itself. This Pokemon uses the pressure of the water it swallowed to shoottoxic quills all at once from all over its body. It finds swimming somewhat challenging.
211,9,Emerald,A QWILFISH uses the pressure of water it swallows to shoot toxic quills all at once from all over its body. It finds swimming to be somewhat challenging.
211,10,FireRed,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
211,11,LeafGreen,To fire its poison spikes it must inflate its body by drinking over 2.6 gallons of water all at once.
211,12,Diamond,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
211,13,Pearl,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
211,14,Platinum,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
211,15,HeartGold,To fire its poison spikes it must inflate its body by drinking over 2.6 gallons of water all at once.
211,16,SoulSilver,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
211,17,Black,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
211,18,White,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
211,21,Black 2,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
211,22,White 2,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
211,23,X,To fire its poison spikes it must inflate its body by drinking over 2.6 gallons of water all at once.
211,24,Y,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
211,25,Omega Ruby,Qwilfish sucks in water inflating itself. This Pokemon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.
211,26,Alpha Sapphire,Qwilfish sucks in water inflating itself. This Pokemon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.
