id,pokedex_version_id,game_name,flavor_text
36,1,Red,A timid fairy Pokemon that is rarely seen. Itwill run and hide the moment it senses people.
36,2,Blue,A timid fairy Pokemon that is rarely seen. Itwill run and hide the moment it senses people.
36,3,Yellow,They appear to be very protective of their own world.It is a kind of fairy rarely seen by people.
36,4,Gold,With its acute hearing it can pick up soundsfrom far away. It usually hides in quiet places.
36,5,Silver,Its very sensitive ears lets it dis tinguish distantsounds. As a re sult it prefers quiet places.
36,6,Crystal,Said to live in quiet remote mountains thistype of fairy has a strong aversion to being seen.
36,7,Ruby,CLEFABLE moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water.It is known to take strolls on lakes on quiet moonlit nights.
36,8,Sapphire,CLEFABLE moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water.It is known to take strolls on lakes on quiet moonlit nights.
36,9,Emerald,A CLEFABLE uses its wings to skip lightly as if it were flying. Its bouncy step lets it even walk on water. On quiet moonlit nights it strolls on lakes.
36,10,FireRed,It has an acute sense of hearing. It can easily hear a pin being dropped nearly 1 100 yards away.
36,11,LeafGreen,A timid fairy Pokemon that is rarely seen it will run and hide the moment it senses people.
36,12,Diamond,Rarely seen by people it is said to be drawn by the full moon to play at deserted lakes.
36,13,Pearl,Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains.
36,14,Platinum,It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.
36,15,HeartGold,With its acute hearing it can pick up sounds from far away. It usually hides in quiet places.
36,16,SoulSilver,Its very sensitive ears let it distinguish distant sounds. As a result it prefers quiet places.
36,17,Black,It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.
36,18,White,It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.
36,21,Black 2,Their ears are sensitive enough to hear a pin drop from over a mile away so they're usually found in quiet places.
36,22,White 2,Their ears are sensitive enough to hear a pin drop from over a mile away so they're usually found in quiet places.
36,23,X,Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains.
36,24,Y,A timid fairy Pokemon that is rarely seen it will run and hide the moment it senses people.
36,25,Omega Ruby,Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet moonlit nights.
36,26,Alpha Sapphire,Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet moonlit nights.
