id,pokedex_version_id,game_name,flavor_text
311,7,Ruby,PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle thisPokemon shorts out its body to create the crackling noises of sparks to show its joy.
311,8,Sapphire,When PLUSLE is cheering on its partner it flashes with electric sparks from all over its body.If its partner loses this Pokemon cries loudly.
311,9,Emerald,It has the trait of cheering on its fellow Pokemon. By shorting out the electricity it releases from its paws it creates pom-poms for cheering.
311,10,FireRed,It cheers on partners while scattering sparks from its body. It climbs telephone poles to absorb electricity.
311,11,LeafGreen,It cheers on partners while scattering sparks from its body. It climbs telephone poles to absorb electricity.
311,12,Diamond,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,13,Pearl,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,14,Platinum,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,15,HeartGold,It absorbs electricity from telephone poles. It shorts out its body to create crackling noises.
311,16,SoulSilver,It absorbs electricity from telephone poles. It shorts out its body to create crackling noises.
311,17,Black,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,18,White,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,21,Black 2,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,22,White 2,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,23,X,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
311,24,Y,It absorbs electricity from telephone poles. It shorts out its body to create crackling noises.
311,25,Omega Ruby,Plusle always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle this Pokemon shorts out its body to create the crackling noises of sparks to show its joy.
311,26,Alpha Sapphire,When Plusle is cheering on its partner it flashes with electric sparks from all over its body. If its partner loses this Pokemon cries loudly.
