id,pokedex_version_id,game_name,flavor_text
371,7,Ruby,BAGON has a dream of one day soaring in the sky. In doomed efforts to fly this Pokemon hurls itself off cliffs.As a result of its dives its head has grown tough and as hard as tempered steel.
371,8,Sapphire,BAGON harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustrationover its inability to fly this Pokemon slams its hard head against huge rocks and shatters them into pebbles.
371,9,Emerald,Although it is small this Pokemon is very powerful because its body is a bundle of muscles. It launches head-butts with its ironlike skull.
371,10,FireRed,Its steel-hard head can shatter boulders. It longingly hopes for wings to grow so it can fly.
371,11,LeafGreen,Its steel-hard head can shatter boulders. It longingly hopes for wings to grow so it can fly.
371,12,Diamond,Dreaming of one day flying it practices by leaping off cliffs every day.
371,13,Pearl,Dreaming of one day flying it practices by leaping off cliffs every day.
371,14,Platinum,Dreaming of one day flying it practices by leaping off cliffs every day.
371,15,HeartGold,Its well-developed neck muscles and ironlike head can smash boulders into pieces.
371,16,SoulSilver,Its well-developed neck muscles and ironlike head can smash boulders into pieces.
371,17,Black,Dreaming of one day flying it practices by leaping off cliffs every day.
371,18,White,Dreaming of one day flying it practices by leaping off cliffs every day.
371,21,Black 2,Dreaming of one day flying it practices by leaping off cliffs every day.
371,22,White 2,Dreaming of one day flying it practices by leaping off cliffs every day.
371,23,X,Its well-developed neck muscles and iron-like head can smash boulders into pieces.
371,24,Y,Dreaming of one day flying it practices by leaping off cliffs every day.
371,25,Omega Ruby,Bagon has a dream of one day soaring in the sky. In doomed efforts to fly this Pokemon hurls itself off cliffs. As a result of its dives its head has grown tough and as hard as tempered steel.
371,26,Alpha Sapphire,Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly this Pokemon slams its hard head against huge rocks and shatters them into pebbles.
