id,pokedex_version_id,game_name,flavor_text
387,12,Diamond,Made from soil the shell on its back hardens when it drinks water. It lives along lakes.
387,13,Pearl,It undertakes photosynthesis with its body making oxygen. The leaf on its head wilts if it is thirsty.
387,14,Platinum,The shell on its back is made of soil. On a very healthy TURTWIG the shell should feel moist.
387,15,HeartGold,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
387,16,SoulSilver,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
387,17,Black,The shell on its back is made of soil. On a very healthy Turtwig the shell should feel moist.
387,18,White,The shell on its back is made of soil. On a very healthy Turtwig the shell should feel moist.
387,21,Black 2,The shell on its back is made of soil. On a very healthy Turtwig the shell should feel moist.
387,22,White 2,The shell on its back is made of soil. On a very healthy Turtwig the shell should feel moist.
387,23,X,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
387,24,Y,It undertakes photosynthesis with its body making oxygen. The leaf on its head wilts if it is thirsty.
387,25,Omega Ruby,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.
387,26,Alpha Sapphire,It undertakes photosynthesis with its body making oxygen. The leaf on its head wilts if it is thirsty.
