id,pokedex_version_id,game_name,flavor_text
446,12,Diamond,It wolfs down its weight in food once a day swallowing food whole with almost no chewing.
446,13,Pearl,It hides food under its long body hair. However it forgets it has hidden the food.
446,14,Platinum,In its desperation to gulp down food it forgets about the food it has hidden under its fur.
446,15,HeartGold,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
446,16,SoulSilver,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
446,17,Black,In its desperation to gulp down food it forgets about the food it has hidden under its fur.
446,18,White,In its desperation to gulp down food it forgets about the food it has hidden under its fur.
446,21,Black 2,In its desperation to gulp down food it forgets about the food it has hidden under its fur.
446,22,White 2,In its desperation to gulp down food it forgets about the food it has hidden under its fur.
446,23,X,It hides food under its long body hair. However it forgets it has hidden the food.
446,24,Y,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
446,25,Omega Ruby,It hides food under its long body hair. However it forgets it has hidden the food.
446,26,Alpha Sapphire,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
