id,pokedex_version_id,game_name,flavor_text
331,7,Ruby,CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey.When prey comes near this Pokemon shoots sharp thorns from its body to bring the victim down.
331,8,Sapphire,The more arid and harsh the environment the more pretty and fragrant a flower CACNEA grows.This Pokemon battles by wildly swinging its thorny arms.
331,9,Emerald,CACNEA live in deserts with virtually no rainfall. It battles by swinging its thick spiked arms. Once a year a yellow flower blooms.
331,10,FireRed,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.
331,11,LeafGreen,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.
331,12,Diamond,By storing water in its body this desert dweller can survive for 30 days without water.
331,13,Pearl,By storing water in its body this desert dweller can survive for 30 days without water.
331,14,Platinum,By storing water in its body this desert dweller can survive for 30 days without water.
331,15,HeartGold,It lives in arid locations. Its yellow flowers bloom once a year.
331,16,SoulSilver,It lives in arid locations. Its yellow flowers bloom once a year.
331,17,Black,By storing water in its body this desert dweller can survive for 30 days without water.
331,18,White,By storing water in its body this desert dweller can survive for 30 days without water.
331,21,Black 2,By storing water in its body this desert dweller can survive for 30 days without water.
331,22,White 2,By storing water in its body this desert dweller can survive for 30 days without water.
331,23,X,It lives in arid locations. Its yellow flowers bloom once a year.
331,24,Y,It prefers harsh environments such as deserts. It can survive for 30 days on water stored in its body.
331,25,Omega Ruby,Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near this Pokemon shoots sharp thorns from its body to bring the victim down.
331,26,Alpha Sapphire,The more arid and harsh the environment the more pretty and fragrant a flower Cacnea grows. This Pokemon battles by wildly swinging its thorny arms.
