id,pokedex_version_id,game_name,flavor_text
267,7,Ruby,BEAUTIFLY's favorite food is the sweet pollen of flowers. If you want to see this Pokemon just leave a pottedflower by an open window. BEAUTIFLY is sure to come looking for pollen.
267,8,Sapphire,BEAUTIFLY has a long mouth like a coiled needle which is very convenient for collecting pollen from flowers.This Pokemon rides the spring winds as it flits around gathering pollen.
267,9,Emerald,Its colorfully patterned wings are its most prominent feature. It flies through flower-covered fields collecting pollen. It attacks ferociously when angered.
267,10,FireRed,Despite its appearance it has an aggressive nature. It attacks by jabbing with its long thin mouth.
267,11,LeafGreen,Despite its appearance it has an aggressive nature. It attacks by jabbing with its long thin mouth.
267,12,Diamond,It has an aggressive nature. It stabs prey with its long narrow mouth to drain the prey's fluids.
267,13,Pearl,When flower fields bloom it flits around collecting pollen. Despite its appearance it is savage.
267,14,Platinum,Despite its looks it is aggressive. It jabs with its long thin mouth if disturbed while collecting pollen.
267,15,HeartGold,Vibrantly patterned wings are its prominent feature. It sucks sweet flower nectar with its long mouth.
267,16,SoulSilver,Vibrantly patterned wings are its prominent feature. It sucks sweet flower nectar with its long mouth.
267,17,Black,Despite its looks it is aggressive. It jabs with its long thin mouth if disturbed while collecting pollen.
267,18,White,Despite its looks it is aggressive. It jabs with its long thin mouth if disturbed while collecting pollen.
267,21,Black 2,Despite its looks it is aggressive. It jabs with its long thin mouth if disturbed while collecting pollen.
267,22,White 2,Despite its looks it is aggressive. It jabs with its long thin mouth if disturbed while collecting pollen.
267,23,X,Vibrantly patterned wings are its prominent feature. It sucks sweet flower nectar with its long mouth.
267,24,Y,It has an aggressive nature. It stabs prey with its long narrow mouth to drain the prey's fluids.
267,25,Omega Ruby,Beautifly's favorite food is the sweet pollen of flowers. If you want to see this Pokemon just leave a potted flower by an open window. Beautifly is sure to come looking for pollen.
267,26,Alpha Sapphire,Beautifly has a long mouth like a coiled needle which is very convenient for collecting pollen from flowers. This Pokemon rides the spring winds as it flits around gathering pollen.
