id,pokedex_version_id,game_name,flavor_text
115,1,Red,The infant rarely ventures out of its mother'sprotective pouch until it is 3 years old.
115,2,Blue,The infant rarely ventures out of its mother'sprotective pouch until it is 3 years old.
115,3,Yellow,Raises its young in its belly pouch. Won't runfrom any fight to keep its young protected.
115,4,Gold,If it is safe the young gets out of the belly pouch toplay. The adult keeps a close eye on the youngster.
115,5,Silver,To protect its young it will never give upduring battle no matter how badly wounded it is.
115,6,Crystal,To avoid crushing the baby it carries inits pouch it always sleeps standing up.
115,7,Ruby,If you come across a young KANGASKHAN playing by itself you must never disturb it or attempt to catch it.The baby Pokemon's parent is sure to be in the area and it will become violently enraged at you.
115,8,Sapphire,If you come across a young KANGASKHAN playing by itself you must never disturb it or attempt to catch it.The baby Pokemon's parent is sure to be in the area and it will become violently enraged at you.
115,9,Emerald,If you come across a young KANGASKHAN playing by itself never try to catch it. The baby's parent is sure to be in the area and it will become violently enraged.
115,10,FireRed,The female raises its offspring in a pouch on its belly. It is skilled at attacking using COMET PUNCH.
115,11,LeafGreen,The infant rarely ventures out of its mother's protective pouch until it is three years old.
115,12,Diamond,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,13,Pearl,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,14,Platinum,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,15,HeartGold,If it is safe the young gets out of the belly pouch to play. The adult keeps a close eye on the youngster.
115,16,SoulSilver,To protect its young it will never give up during battle no matter how badly wounded it is.
115,17,Black,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,18,White,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,21,Black 2,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,22,White 2,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,23,X,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
115,24,Y,If it is safe the young gets out of the belly pouch to play. The adult keeps a close eye on the youngster.
115,25,Omega Ruby,If you come across a young Kangaskhan playing by itself you must never disturb it or attempt to catch it. The baby Pokemon's parent is sure to be in the area and it will become violently enraged at you.
115,26,Alpha Sapphire,If you come across a young Kangaskhan playing by itself you must never disturb it or attempt to catch it. The baby Pokemon's parent is sure to be in the area and it will become violently enraged at you.
