id,pokedex_version_id,game_name,flavor_text
39,1,Red,When its huge eyes light up it sings a mysteriouslysoothing melody that lulls its enemies to sleep.
39,2,Blue,When its huge eyes light up it sings a mysteriouslysoothing melody that lulls its enemies to sleep.
39,3,Yellow,Uses its alluring eyes to enrapture its foe. It thensings a pleasing melody that lulls the foe to sleep.
39,4,Gold,If it inflates to SING a lullaby it can perform longerand cause sure drowsiness in its audience.
39,5,Silver,Looking into its cute round eyes causes it to singa relaxing melody inducing its enemies to sleep.
39,6,Crystal,It rolls its cute eyes as it sings a soothing lullaby.Its gentle song puts anyone who hears it to sleep.
39,7,Ruby,JIGGLYPUFF's vocal chords can freely adjust the wavelength of its voice. This Pokemon uses this ability to singat precisely the right wavelength to make its foes most drowsy.
39,8,Sapphire,When this Pokemon sings it never pauses to breathe. If it is in a battle against an opponent that does noteasily fall asleep JIGGLYPUFF cannot breathe endangering its life.
39,9,Emerald,Nothing can avoid falling asleep hearing a JIGGLYPUFF's song. The sound waves of its singing voice match the brain waves of someone in a deep sleep.
39,10,FireRed,It captivates foes with its huge round eyes then lulls them to sleep by singing a soothing melody.
39,11,LeafGreen,When its huge eyes waver it sings a mysteriously soothing melody that lulls its enemies to sleep.
39,12,Diamond,When it wavers its big round eyes it begins singing a lullaby that makes everyone drowsy.
39,13,Pearl,When it wavers its big round eyes it begins singing a lullaby that makes everyone drowsy.
39,14,Platinum,When it wavers its big round eyes it begins singing a lullaby that makes everyone drowsy.
39,15,HeartGold,If it inflates to sing a lullaby it can perform longer and cause sure drowsiness in its audience.
39,16,SoulSilver,Looking into its cute round eyes causes it to sing a relaxing melody inducing its enemies to sleep.
39,17,Black,When it wavers its big round eyes it begins singing a lullaby that makes everyone drowsy.
39,18,White,When it wavers its big round eyes it begins singing a lullaby that makes everyone drowsy.
39,21,Black 2,Looking into its cute round eyes makes it start singing a song so pleasant listeners can't help but fall asleep.
39,22,White 2,Looking into its cute round eyes makes it start singing a song so pleasant listeners can't help but fall asleep.
39,23,X,It captivates foes with its huge round eyes then lulls them to sleep by singing a soothing melody.
39,24,Y,If it inflates to sing a lullaby it can perform longer and cause sure drowsiness in its audience.
39,25,Omega Ruby,Jigglypuff's vocal cords can freely adjust the wavelength of its voice. This Pokemon uses this ability to sing at precisely the right wavelength to make its foes most drowsy.
39,26,Alpha Sapphire,When this Pokemon sings it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep Jigglypuff cannot breathe endangering its life.
