id,pokedex_version_id,game_name,flavor_text
97,1,Red,When it locks eyes with an enemy it will use a mix ofPSI moves such as HYPNOSIS and CONFUSION.
97,2,Blue,When it locks eyes with an enemy it will use a mix ofPSI moves such as HYPNOSIS and CONFUSION.
97,3,Yellow,Avoid eye contact if you come across one. It will tryto put you to sleep by using its pendulum.
97,4,Gold,When it is very hungry it puts humans it meets tosleep then it feasts on their dreams.
97,5,Silver,Always holding a pendulum that it rocks at a steadyrhythm it causes drowsiness in any one nearby.
97,6,Crystal,The longer it swings its pendulum thelonger the effects of its hypnosis last.
97,7,Ruby,HYPNO holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep stateof hypnosis. While this Pokemon searches for prey it polishes the pendulum.
97,8,Sapphire,HYPNO holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep stateof hypnosis. While this Pokemon searches for prey it polishes the pendulum.
97,9,Emerald,The arcing movement and glitter of the pendulum in a HYPNO's hand lull the foe into deep hypnosis. While searching for prey it polishes the pendulum.
97,10,FireRed,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.
97,11,LeafGreen,When it locks eyes with an enemy it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.
97,12,Diamond,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,13,Pearl,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,14,Platinum,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,15,HeartGold,When it is very hungry it puts humans it meets to sleep then it feasts on their dreams.
97,16,SoulSilver,Always holding a pendulum that it swings at a steady rhythm it causes drowsiness in anyone nearby.
97,17,Black,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,18,White,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,21,Black 2,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,22,White 2,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,23,X,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.
97,24,Y,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,25,Omega Ruby,Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokemon searches for prey it polishes the pendulum.
97,26,Alpha Sapphire,Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokemon searches for prey it polishes the pendulum.
