id,pokedex_version_id,flavor_text
255,7,TORCHIC sticks with its TRAINER following behind with unsteady steps.This Pokemon breathes fire of over 1 800 degrees F including fireballs that leave the foe scorched black.
255,8,TORCHIC has a place inside its body where it keeps its flame. Give it a hug - it will be glowing with warmth.This Pokemon is covered all over by a fluffy coat of down.
255,9,If attacked it strikes back by spitting balls of fire it forms in its stomach. A TORCHIC dislikes darkness because it can't see its surroundings.
255,10,It has a flame sac inside its belly that perpetually burns. It feels warm if it is hugged.
255,11,It has a flame sac inside its belly that perpetually burns. It feels warm if it is hugged.
255,12,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees F.
255,13,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees F.
255,14,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees F.
255,15,Inside its body is a place where it keeps a small flame. Hug it! It will be as warm as a hot-water bottle.
255,16,Inside its body is a place where it keeps a small flame. Hug it! It will be as warm as a hot-water bottle.
255,17,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees F.
255,18,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees F.
255,21,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees F.
255,22,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees F.
255,23,It has a flame sac inside its belly that perpetually burns. It feels warm if it is hugged.
255,24,A fire burns inside so it feels very warm to hug. It launches fireballs of 1 800 degrees Fahrenheit.
255,25,Torchic sticks with its Trainer following behind with unsteady steps. This Pokemon breathes fire of over 1 800 degrees Fahrenheit including fireballs that leave the foe scorched black.
255,26,Torchic has a place inside its body where it keeps its flame. Give it a hug - it will be glowing with warmth. This Pokemon is covered all over by a fluffy coat of down.
