pokemon_id,version_group_id,move_name,level,type,power,accuracy
205,3,Tackle,1,normal,50,100
205,3,Self-Destruct,1,normal,200,100
205,3,Protect,1,normal,-,-
205,4,Tackle,1,normal,50,100
205,4,Self-Destruct,1,normal,200,100
205,4,Protect,1,normal,-,-
205,5,Tackle,1,normal,50,100
205,5,Self-Destruct,1,normal,200,100
205,5,Protect,1,normal,-,-
205,6,Tackle,1,normal,50,100
205,6,Self-Destruct,1,normal,200,100
205,6,Protect,1,normal,-,-
205,7,Tackle,1,normal,50,100
205,7,Self-Destruct,1,normal,200,100
205,7,Protect,1,normal,-,-
205,8,Tackle,1,normal,50,100
205,8,Take Down,1,normal,90,85
205,8,Self-Destruct,1,normal,200,100
205,8,Protect,1,normal,-,-
205,8,Toxic Spikes,1,poison,-,-
205,9,Tackle,1,normal,50,100
205,9,Self-Destruct,1,normal,200,100
205,9,Protect,1,normal,-,-
205,9,Toxic Spikes,1,poison,-,-
205,9,Bug Bite,1,bug,60,100
205,10,Tackle,1,normal,50,100
205,10,Self-Destruct,1,normal,200,100
205,10,Protect,1,normal,-,-
205,10,Toxic Spikes,1,poison,-,-
205,10,Bug Bite,1,bug,60,100
205,11,Tackle,1,normal,50,100
205,11,Self-Destruct,1,normal,200,100
205,11,Protect,1,normal,-,-
205,11,Toxic Spikes,1,poison,-,-
205,11,Bug Bite,1,bug,60,100
205,12,Tackle,1,normal,50,100
205,12,Self-Destruct,1,normal,200,100
205,12,Protect,1,normal,-,-
205,13,Tackle,1,normal,50,100
205,13,Self-Destruct,1,normal,200,100
205,13,Protect,1,normal,-,-
205,14,Tackle,1,normal,50,100
205,14,Self-Destruct,1,normal,200,100
205,14,Protect,1,normal,-,-
205,14,Toxic Spikes,1,poison,-,-
205,14,Bug Bite,1,bug,60,100
205,15,Tackle,1,normal,50,100
205,15,Self-Destruct,1,normal,200,100
205,15,Protect,1,normal,-,-
205,15,Zap Cannon,1,electric,120,50
205,15,Toxic Spikes,1,poison,-,-
205,15,Magnet Rise,1,electric,-,-
205,15,Bug Bite,1,bug,60,100
205,15,Heavy Slam,1,steel,-,100
205,16,Tackle,1,normal,50,100
205,16,Self-Destruct,1,normal,200,100
205,16,Protect,1,normal,-,-
205,16,Zap Cannon,1,electric,120,50
205,16,Toxic Spikes,1,poison,-,-
205,16,Magnet Rise,1,electric,-,-
205,16,Bug Bite,1,bug,60,100
205,16,Heavy Slam,1,steel,-,100
205,8,Self-Destruct,6,normal,200,100
205,9,Self-Destruct,6,normal,200,100
205,10,Self-Destruct,6,normal,200,100
205,11,Self-Destruct,6,normal,200,100
205,14,Self-Destruct,6,normal,200,100
205,3,Self-Destruct,8,normal,200,100
205,4,Self-Destruct,8,normal,200,100
205,5,Self-Destruct,8,normal,200,100
205,6,Self-Destruct,8,normal,200,100
205,7,Self-Destruct,8,normal,200,100
205,12,Self-Destruct,8,normal,200,100
205,13,Self-Destruct,8,normal,200,100
205,8,Take Down,9,normal,90,85
205,9,Bug Bite,9,bug,60,100
205,10,Bug Bite,9,bug,60,100
205,11,Bug Bite,9,bug,60,100
205,14,Bug Bite,9,bug,60,100
205,8,Rapid Spin,12,normal,20,100
205,9,Take Down,12,normal,90,85
205,10,Take Down,12,normal,90,85
205,11,Take Down,12,normal,90,85
205,14,Take Down,12,normal,90,85
205,15,Take Down,12,normal,90,85
205,16,Take Down,12,normal,90,85
205,3,Take Down,15,normal,90,85
205,4,Take Down,15,normal,90,85
205,5,Take Down,15,normal,90,85
205,6,Take Down,15,normal,90,85
205,7,Take Down,15,normal,90,85
205,12,Take Down,15,normal,90,85
205,13,Take Down,15,normal,90,85
205,8,Bide,17,normal,-,-
