id,pokedex_version_id,flavor_text
414,12,It loves the honey of flowers and steals honey collected by COMBEE.
414,13,It does not keep a nest. It flies over fields and mountains in constant search of floral honey.
414,14,While it loves floral honey it won't gather any itself. Instead it plots to steal some from COMBEE.
414,15,It flutters around at night and steals honey from the COMBEE hive.
414,16,It flutters around at night and steals honey from the COMBEE hive.
414,17,While it loves floral honey it won't gather any itself. Instead it plots to steal some from Combee.
414,18,While it loves floral honey it won't gather any itself. Instead it plots to steal some from Combee.
414,21,While it loves floral honey it won't gather any itself. Instead it plots to steal some from Combee.
414,22,While it loves floral honey it won't gather any itself. Instead it plots to steal some from Combee.
414,23,It loves the honey of flowers and steals honey collected by Combee.
414,24,It flutters around at night and steals honey from the Combee hive.
414,25,It loves the honey of flowers and steals honey collected by Combee.
414,26,It flutters around at night and steals honey from the Combee hive.
