pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
482,azelf,8,93,Confusion,1,21,
482,azelf,8,153,Explosion,1,76,
482,azelf,8,156,Rest,1,1,
482,azelf,8,197,Detect,1,16,
482,azelf,8,248,Future Sight,1,36,
482,azelf,8,253,Uproar,1,31,
482,azelf,8,286,Imprison,1,6,
482,azelf,8,326,Extrasensory,1,51,
482,azelf,8,363,Natural Gift,1,66,
482,azelf,8,387,Last Resort,1,61,
482,azelf,8,417,Nasty Plot,1,46,
482,azelf,9,93,Confusion,1,1,2
482,azelf,9,129,Swift,1,21,
482,azelf,9,153,Explosion,1,76,
482,azelf,9,156,Rest,1,1,1
482,azelf,9,197,Detect,1,16,
482,azelf,9,248,Future Sight,1,36,
482,azelf,9,253,Uproar,1,31,
482,azelf,9,286,Imprison,1,6,
482,azelf,9,326,Extrasensory,1,51,
482,azelf,9,363,Natural Gift,1,66,
482,azelf,9,387,Last Resort,1,61,
482,azelf,9,417,Nasty Plot,1,46,
482,azelf,10,93,Confusion,1,1,2
482,azelf,10,129,Swift,1,21,
482,azelf,10,153,Explosion,1,76,
482,azelf,10,156,Rest,1,1,1
482,azelf,10,197,Detect,1,16,
482,azelf,10,248,Future Sight,1,36,
482,azelf,10,253,Uproar,1,31,
482,azelf,10,286,Imprison,1,6,
482,azelf,10,326,Extrasensory,1,51,
482,azelf,10,363,Natural Gift,1,66,
482,azelf,10,387,Last Resort,1,61,
482,azelf,10,417,Nasty Plot,1,46,
482,azelf,11,93,Confusion,1,1,2
482,azelf,11,129,Swift,1,21,
482,azelf,11,153,Explosion,1,76,
482,azelf,11,156,Rest,1,1,1
482,azelf,11,197,Detect,1,16,
482,azelf,11,248,Future Sight,1,36,
482,azelf,11,253,Uproar,1,31,
482,azelf,11,286,Imprison,1,6,
482,azelf,11,326,Extrasensory,1,51,
482,azelf,11,363,Natural Gift,1,66,
482,azelf,11,387,Last Resort,1,61,
482,azelf,11,417,Nasty Plot,1,46,
482,azelf,14,93,Confusion,1,1,2
482,azelf,14,129,Swift,1,21,
482,azelf,14,153,Explosion,1,76,
482,azelf,14,156,Rest,1,1,1
482,azelf,14,197,Detect,1,16,
482,azelf,14,248,Future Sight,1,36,
482,azelf,14,253,Uproar,1,31,
482,azelf,14,286,Imprison,1,6,
482,azelf,14,326,Extrasensory,1,51,
482,azelf,14,363,Natural Gift,1,66,
482,azelf,14,387,Last Resort,1,61,
482,azelf,14,417,Nasty Plot,1,46,
482,azelf,15,93,Confusion,1,1,4
482,azelf,15,129,Swift,1,21,
482,azelf,15,153,Explosion,1,76,
482,azelf,15,156,Rest,1,1,3
482,azelf,15,197,Detect,1,16,
482,azelf,15,248,Future Sight,1,36,
482,azelf,15,253,Uproar,1,31,
482,azelf,15,286,Imprison,1,6,
482,azelf,15,326,Extrasensory,1,50,
482,azelf,15,363,Natural Gift,1,1,1
482,azelf,15,363,Natural Gift,1,66,
482,azelf,15,387,Last Resort,1,1,2
482,azelf,15,387,Last Resort,1,61,
482,azelf,15,417,Nasty Plot,1,46,
482,azelf,16,93,Confusion,1,1,4
482,azelf,16,129,Swift,1,21,1
482,azelf,16,153,Explosion,1,76,1
482,azelf,16,156,Rest,1,1,3
482,azelf,16,197,Detect,1,16,1
482,azelf,16,248,Future Sight,1,36,1
482,azelf,16,253,Uproar,1,31,1
482,azelf,16,286,Imprison,1,6,1
482,azelf,16,326,Extrasensory,1,50,1
482,azelf,16,363,Natural Gift,1,1,1
482,azelf,16,363,Natural Gift,1,66,1
482,azelf,16,387,Last Resort,1,1,2
482,azelf,16,387,Last Resort,1,61,1
482,azelf,16,417,Nasty Plot,1,46,1
