id,pokedex_version_id,flavor_text
220,4,It rubs its snout on the ground to find and dig upfood. It sometimes discovers hot springs.
220,5,If it smells some thing enticing it dashes headlongoff to find the source of the aroma.
220,6,It uses the tip of its nose to dig for food. Its noseis so tough that even frozen ground poses no problem.
220,7,SWINUB roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows underthe cover of dead grass. This Pokemon occasionally roots out hot springs.
220,8,SWINUB roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows underthe cover of dead grass. This Pokemon occasionally roots out hot springs.
220,9,It roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under dried grass. It occasionally roots out hot springs.
220,10,If it smells something enticing it dashes off headlong to find the source of the aroma.
220,11,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
220,12,It loves eating mushrooms that grow under dead grass. It also finds hot springs while foraging.
220,13,It loves eating mushrooms that grow under dead grass. It also finds hot springs while foraging.
220,14,It has a very sensitive nose. It can locate mushrooms berries and even hot springs buried under ice.
220,15,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
220,16,If it smells something enticing it dashes off headlong to find the source of the aroma.
220,17,It has a very sensitive nose. It can locate mushrooms berries and even hot springs buried under ice.
220,18,It has a very sensitive nose. It can locate mushrooms berries and even hot springs buried under ice.
220,21,Rooting the tip of its snout into the ground it searches for food. Sometimes it even digs up a hot spring.
220,22,Rooting the tip of its snout into the ground it searches for food. Sometimes it even digs up a hot spring.
220,23,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.
220,24,If it smells something enticing it dashes off headlong to find the source of the aroma.
220,25,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokemon occasionally roots out hot springs.
220,26,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokemon occasionally roots out hot springs.
