id,pokedex_version_id,game_name,flavor_text
491,12,Diamond,It can lull people to sleep and make them dream. It is active during nights of the new moon.
491,13,Pearl,Folklore has it that on moonless nights this Pokemon will make people see horrific nightmares.
491,14,Platinum,To protect itself it afflicts those around it with nightmares. However it means no harm.
491,15,HeartGold,It chases people and Pokemon from its territory by causing them to experience deep nightmarish slumbers.
491,16,SoulSilver,It chases people and Pokemon from its territory by causing them to experience deep nightmarish slumbers.
491,17,Black,To protect itself it afflicts those around it with nightmares. However it means no harm.
491,18,White,To protect itself it afflicts those around it with nightmares. However it means no harm.
491,21,Black 2,To protect itself it afflicts those around it with nightmares. However it means no harm.
491,22,White 2,To protect itself it afflicts those around it with nightmares. However it means no harm.
491,23,X,It chases people and Pokemon from its territory by causing them to experience deep nightmarish slumbers.
491,24,Y,It can lull people to sleep and make them dream. It is active during nights of the new moon.
491,25,Omega Ruby,It chases people and Pokemon from its territory by causing them to experience deep nightmarish slumbers.
491,26,Alpha Sapphire,It can lull people to sleep and make them dream. It is active during nights of the new moon.
