id,pokedex_version_id,game_name,flavor_text
182,4,Gold,BELLOSSOM gather at times and appear to dance.They say that the dance is a ritual to summon the sun.
182,5,Silver,Plentiful in the tropics. When it dances its petalsrub together and make a pleasant ringing sound.
182,6,Crystal,When these dance together their petals rub againsteach other making pretty relaxing sounds.
182,7,Ruby,When BELLOSSOM gets exposed to plenty of sunlight the leaves ringing its body begin to spin around.This Pokemon's dancing is renowned in the southern lands.
182,8,Sapphire,A BELLOSSOM grows flowers more beautifully if it has evolved from a smelly GLOOM - the stinkier the better.At night this Pokemon closes its petals and goes to sleep.
182,9,Emerald,Its flower petals deepen in color through exposure to sunlight. When cloudy weather persists it does a dance that is thought to be a ritual for summoning the sun.
182,10,FireRed,Plentiful in the tropics. When it dances its petals rub together and make a pleasant ringing sound.
182,11,LeafGreen,BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.
182,12,Diamond,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,13,Pearl,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,14,Platinum,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,15,HeartGold,BELLOSSOM gather at times and seem to dance. They say that the dance is a ritual to summon the sun.
182,16,SoulSilver,Plentiful in the tropics. When it dances its petals rub together and make a pleasant ringing sound.
182,17,Black,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,18,White,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,21,Black 2,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,22,White 2,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,23,X,Bellossom gather at times and seem to dance. They say that the dance is a ritual to summon the sun.
182,24,Y,When the heavy rainfall season ends it is drawn out by warm sunlight to dance in the open.
182,25,Omega Ruby,When Bellossom gets exposed to plenty of sunlight the leaves ringing its body begin to spin around. This Pokemon's dancing is renowned in the southern lands.
182,26,Alpha Sapphire,A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom - the more stinky the better. At night this Pokemon closes its petals and goes to sleep.
