pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
489,phione,8,48,Supersonic,1,16,
489,phione,8,61,Bubble Beam,1,24,
489,phione,8,145,Bubble,1,1,1
489,phione,8,151,Acid Armor,1,31,
489,phione,8,204,Charm,1,9,
489,phione,8,240,Rain Dance,1,69,
489,phione,8,250,Whirlpool,1,39,
489,phione,8,291,Dive,1,61,
489,phione,8,346,Water Sport,1,1,2
489,phione,8,352,Water Pulse,1,46,
489,phione,8,392,Aqua Ring,1,54,
489,phione,9,48,Supersonic,1,16,
489,phione,9,61,Bubble Beam,1,24,
489,phione,9,145,Bubble,1,1,1
489,phione,9,151,Acid Armor,1,31,
489,phione,9,204,Charm,1,9,
489,phione,9,240,Rain Dance,1,69,
489,phione,9,250,Whirlpool,1,39,
489,phione,9,291,Dive,1,61,
489,phione,9,346,Water Sport,1,1,2
489,phione,9,352,Water Pulse,1,46,
489,phione,9,392,Aqua Ring,1,54,
489,phione,10,48,Supersonic,1,16,
489,phione,10,61,Bubble Beam,1,24,
489,phione,10,145,Bubble,1,1,1
489,phione,10,151,Acid Armor,1,31,
489,phione,10,204,Charm,1,9,
489,phione,10,240,Rain Dance,1,69,
489,phione,10,250,Whirlpool,1,39,
489,phione,10,291,Dive,1,61,
489,phione,10,346,Water Sport,1,1,2
489,phione,10,352,Water Pulse,1,46,
489,phione,10,392,Aqua Ring,1,54,
489,phione,11,48,Supersonic,1,16,
489,phione,11,61,Bubble Beam,1,24,
489,phione,11,145,Bubble,1,1,1
489,phione,11,151,Acid Armor,1,31,
489,phione,11,204,Charm,1,9,
489,phione,11,240,Rain Dance,1,69,
489,phione,11,250,Whirlpool,1,39,
489,phione,11,291,Dive,1,61,
489,phione,11,346,Water Sport,1,1,2
489,phione,11,352,Water Pulse,1,46,
489,phione,11,392,Aqua Ring,1,54,
489,phione,14,48,Supersonic,1,16,
489,phione,14,61,Bubble Beam,1,24,
489,phione,14,145,Bubble,1,1,1
489,phione,14,151,Acid Armor,1,31,
489,phione,14,204,Charm,1,9,
489,phione,14,240,Rain Dance,1,69,
489,phione,14,250,Whirlpool,1,39,
489,phione,14,291,Dive,1,61,
489,phione,14,346,Water Sport,1,1,2
489,phione,14,352,Water Pulse,1,46,
489,phione,14,392,Aqua Ring,1,54,
489,phione,15,48,Supersonic,1,16,
489,phione,15,61,Bubble Beam,1,24,
489,phione,15,145,Bubble,1,1,1
489,phione,15,151,Acid Armor,1,31,
489,phione,15,204,Charm,1,9,
489,phione,15,240,Rain Dance,1,69,
489,phione,15,250,Whirlpool,1,39,
489,phione,15,291,Dive,1,61,
489,phione,15,346,Water Sport,1,1,2
489,phione,15,352,Water Pulse,1,46,
489,phione,15,392,Aqua Ring,1,54,
489,phione,16,48,Supersonic,1,16,1
489,phione,16,61,Bubble Beam,1,24,1
489,phione,16,145,Bubble,1,1,1
489,phione,16,151,Acid Armor,1,31,1
489,phione,16,204,Charm,1,9,1
489,phione,16,240,Rain Dance,1,69,1
489,phione,16,250,Whirlpool,1,39,1
489,phione,16,291,Dive,1,61,1
489,phione,16,346,Water Sport,1,1,2
489,phione,16,352,Water Pulse,1,46,1
489,phione,16,392,Aqua Ring,1,54,1
