id,pokedex_version_id,game_name,flavor_text
252,7,Ruby,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls.This Pokemon attacks by slamming foes with its thick tail.
252,8,Sapphire,TREECKO is cool calm and collected - it never panics under any situation. If a bigger foe were to glare at thisPokemon it would glare right back without conceding an inch of ground.
252,9,Emerald,It makes its nest in a giant tree in the forest. It ferociously guards against anything nearing its territory. It is said to be the protector of the forest's trees.
252,10,FireRed,It quickly scales even vertical walls. It senses humidity with its tail to predict the next day's weather.
252,11,LeafGreen,It quickly scales even vertical walls. It senses humidity with its tail to predict the next day's weather.
252,12,Diamond,The soles of its feet are covered by countless tiny spikes enabling it to walk on walls and ceilings.
252,13,Pearl,The soles of its feet are covered by countless tiny spikes enabling it to walk on walls and ceilings.
252,14,Platinum,The soles of its feet are covered by countless tiny spikes enabling it to walk on walls and ceilings.
252,15,HeartGold,Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above.
252,16,SoulSilver,Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above.
252,17,Black,The soles of its feet are covered by countless tiny spikes enabling it to walk on walls and ceilings.
252,18,White,The soles of its feet are covered by countless tiny spikes enabling it to walk on walls and ceilings.
252,21,Black 2,The soles of its feet are covered by countless tiny spikes enabling it to walk on walls and ceilings.
252,22,White 2,The soles of its feet are covered by countless tiny spikes enabling it to walk on walls and ceilings.
252,23,X,It quickly scales even vertical walls. It senses humidity with its tail to predict the next day's weather.
252,24,Y,Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above.
252,25,Omega Ruby,Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokemon attacks by slamming foes with its thick tail.
252,26,Alpha Sapphire,Treecko is cool calm and collected - it never panics under any situation. If a bigger foe were to glare at this Pokemon it would glare right back without conceding an inch of ground.
