id,pokedex_version_id,game_name,flavor_text
348,7,Ruby,ARMALDO's tough armor makes all attacks bounce off. This Pokemon's two enormous claws can be freely extendedor contracted. They have the power to punch right through a steel slab.
348,8,Sapphire,ARMALDO is a Pokemon species that became extinct in prehistoric times. This Pokemon is said to have walked onits hind legs which would have been more convenient for life on land.
348,9,Emerald,ARMALDO usually lives on land. However when it hunts for prey it dives beneath the ocean. It swims around using its two large wings.
348,10,FireRed,Protected by a hard shell its body is very sturdy. It skewers prey with its claws to feed.
348,11,LeafGreen,Protected by a hard shell its body is very sturdy. It skewers prey with its claws to feed.
348,12,Diamond,It went ashore after evolving. Its entire body is clad in a sturdy armor.
348,13,Pearl,It went ashore after evolving. Its entire body is clad in a sturdy armor.
348,14,Platinum,It went ashore after evolving. Its entire body is clad in a sturdy armor.
348,15,HeartGold,Its enormous retractable claws can cut through most anything. Its entire body is clad in sturdy plates.
348,16,SoulSilver,Its enormous retractable claws can cut through most anything. Its entire body is clad in sturdy plates.
348,17,Black,It went ashore after evolving. Its entire body is clad in a sturdy armor.
348,18,White,It went ashore after evolving. Its entire body is clad in a sturdy armor.
348,21,Black 2,It went ashore after evolving. Its entire body is clad in a sturdy armor.
348,22,White 2,It went ashore after evolving. Its entire body is clad in a sturdy armor.
348,23,X,Its enormous retractable claws can cut through most anything. Its entire body is clad in sturdy plates.
348,24,Y,Protected by a hard shell its body is very sturdy. It skewers prey with its claws to feed.
348,25,Omega Ruby,Armaldo's tough armor makes all attacks bounce off. This Pokemon's two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.
348,26,Alpha Sapphire,Armaldo is a Pokemon species that became extinct in prehistoric times. This Pokemon is said to have walked on its hind legs which would have been more convenient for life on land.
