id,pokedex_version_id,game_name,flavor_text
15,1,Red,Flies at high speed and attacks using its largevenomous stingers on its forelegs and tail.
15,2,Blue,Flies at high speed and attacks using its largevenomous stingers on its forelegs and tail.
15,3,Yellow,It has 3 poisonous stingers on its forelegs and itstail. They are used to jab its enemy repeatedly.
15,4,Gold,It can take down any opponent with its powerful poi son stingers. It sometimes attacks in swarms.
15,5,Silver,It has three poison barbs. The barb on itstail secretes the most powerful poison.
15,6,Crystal,It uses sharp poisonous stings to defeat prey then takes the victim back to its nest for food.
15,7,Ruby,BEEDRILL is extremely territorial. No one should ever approach its nest - this is for their own safety.If angered they will attack in a furious swarm.
15,8,Sapphire,BEEDRILL is extremely territorial. No one should ever approach its nest - this is for their own safety.If angered they will attack in a furious swarm.
15,9,Emerald,A BEEDRILL is extremely territorial. For safety reasons no one should ever approach its nest. If angered they will attack in a swarm.
15,10,FireRed,May appear in a swarm. Flies at violent speeds all the while stabbing with the toxic stinger on its rear.
15,11,LeafGreen,It flies at high speed and attacks using the large venomous stingers on its forelegs and tail.
15,12,Diamond,Its best attack involves flying around at high speed striking with poison needles then flying off.
15,13,Pearl,Its best attack involves flying around at high speed striking with poison needles then flying off.
15,14,Platinum,Its best attack involves flying around at high speed striking with poison needles then flying off.
15,15,HeartGold,It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms.
15,16,SoulSilver,It has three poison barbs. The barb on its tail secretes the most powerful poison.
15,17,Black,Its best attack involves flying around at high speed striking with poison needles then flying off.
15,18,White,Its best attack involves flying around at high speed striking with poison needles then flying off.
15,21,Black 2,Its best attack involves flying around at high speed striking with poison needles then flying off.
15,22,White 2,Its best attack involves flying around at high speed striking with poison needles then flying off.
15,23,X,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
15,24,Y,May appear in a swarm. Flies at violent speeds all the while stabbing with the toxic stinger on its rear.
15,25,Omega Ruby,Beedrill is extremely territorial. No one should ever approach its nest - this is for their own safety. If angered they will attack in a furious swarm.
15,26,Alpha Sapphire,Beedrill is extremely territorial. No one should ever approach its nest - this is for their own safety. If angered they will attack in a furious swarm.
