pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
314,illumise,5,33,Tackle,1,1,
314,illumise,5,98,Quick Attack,1,17,
314,illumise,5,204,Charm,1,9,
314,illumise,5,227,Encore,1,25,
314,illumise,5,230,Sweet Scent,1,5,
314,illumise,5,236,Moonlight,1,13,
314,illumise,5,260,Flatter,1,29,
314,illumise,5,270,Helping Hand,1,33,
314,illumise,5,273,Wish,1,21,
314,illumise,5,343,Covet,1,37,
314,illumise,6,33,Tackle,1,1,
314,illumise,6,98,Quick Attack,1,17,
314,illumise,6,204,Charm,1,9,
314,illumise,6,227,Encore,1,25,
314,illumise,6,230,Sweet Scent,1,5,
314,illumise,6,236,Moonlight,1,13,
314,illumise,6,260,Flatter,1,29,
314,illumise,6,270,Helping Hand,1,33,
314,illumise,6,273,Wish,1,21,
314,illumise,6,343,Covet,1,37,
314,illumise,7,33,Tackle,1,1,
314,illumise,7,98,Quick Attack,1,17,
314,illumise,7,204,Charm,1,9,
314,illumise,7,227,Encore,1,25,
314,illumise,7,230,Sweet Scent,1,5,
314,illumise,7,236,Moonlight,1,13,
314,illumise,7,260,Flatter,1,29,
314,illumise,7,270,Helping Hand,1,33,
314,illumise,7,273,Wish,1,21,
314,illumise,7,343,Covet,1,37,
314,illumise,8,33,Tackle,1,1,
314,illumise,8,98,Quick Attack,1,17,
314,illumise,8,204,Charm,1,9,
314,illumise,8,227,Encore,1,25,
314,illumise,8,230,Sweet Scent,1,5,
314,illumise,8,236,Moonlight,1,13,
314,illumise,8,260,Flatter,1,29,
314,illumise,8,270,Helping Hand,1,33,
314,illumise,8,273,Wish,1,21,
314,illumise,8,343,Covet,1,45,
314,illumise,8,405,Bug Buzz,1,41,
314,illumise,8,428,Zen Headbutt,1,37,
314,illumise,9,33,Tackle,1,1,
314,illumise,9,98,Quick Attack,1,17,
314,illumise,9,204,Charm,1,9,
314,illumise,9,227,Encore,1,25,
314,illumise,9,230,Sweet Scent,1,5,
314,illumise,9,236,Moonlight,1,13,
314,illumise,9,260,Flatter,1,29,
314,illumise,9,270,Helping Hand,1,33,
314,illumise,9,273,Wish,1,21,
314,illumise,9,343,Covet,1,45,
314,illumise,9,405,Bug Buzz,1,41,
314,illumise,9,428,Zen Headbutt,1,37,
314,illumise,10,33,Tackle,1,1,
314,illumise,10,98,Quick Attack,1,17,
314,illumise,10,204,Charm,1,9,
314,illumise,10,227,Encore,1,25,
314,illumise,10,230,Sweet Scent,1,5,
314,illumise,10,236,Moonlight,1,13,
314,illumise,10,260,Flatter,1,29,
314,illumise,10,270,Helping Hand,1,33,
314,illumise,10,273,Wish,1,21,
314,illumise,10,343,Covet,1,45,
314,illumise,10,405,Bug Buzz,1,41,
314,illumise,10,428,Zen Headbutt,1,37,
314,illumise,11,33,Tackle,1,1,
314,illumise,11,98,Quick Attack,1,17,
314,illumise,11,204,Charm,1,9,
314,illumise,11,227,Encore,1,25,
314,illumise,11,230,Sweet Scent,1,5,
314,illumise,11,236,Moonlight,1,13,
314,illumise,11,260,Flatter,1,29,
314,illumise,11,270,Helping Hand,1,33,
314,illumise,11,273,Wish,1,21,
314,illumise,11,343,Covet,1,45,
314,illumise,11,405,Bug Buzz,1,41,
314,illumise,11,428,Zen Headbutt,1,37,
314,illumise,12,33,Tackle,1,1,
314,illumise,12,98,Quick Attack,1,17,
314,illumise,12,204,Charm,1,9,
