id,pokedex_version_id,flavor_text
301,7,DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace.Because this Pokemon eats and sleeps whenever it decides its daily routines are completely random.
301,8,DELCATTY sleeps anywhere it wants without keeping a permanent nest. If other Pokemon approach it as itsleeps this Pokemon will never fight - it will just move away somewhere else.
301,9,Rather than keeping a permanent lair it habitually seeks comfortable spots and sleeps there. It is nocturnal and becomes active at dusk.
301,10,The favorite of trend-conscious female TRAINERS they are used in competition for their style and fur.
301,11,The favorite of trend-conscious female TRAINERS they are used in competition for their style and fur.
301,12,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
301,13,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
301,14,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
301,15,It dislikes dirty places. It often searches for a comfortable place in which to groom itself.
301,16,It dislikes dirty places. It often searches for a comfortable place in which to groom itself.
301,17,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
301,18,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
301,21,The reason it does not have a nest is that it simply searches for a clean comfortable place then sleeps there.
301,22,The reason it does not have a nest is that it simply searches for a clean comfortable place then sleeps there.
301,23,It dislikes dirty places. It often searches for a comfortable place in which to groom itself.
301,24,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
301,25,Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokemon eats and sleeps whenever it decides its daily routines are completely random.
301,26,Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokemon approach it as it sleeps this Pokemon will never fight - it will just move away somewhere else.
