id,pokedex_version_id,game_name,flavor_text
437,12,Diamond,One caused a news sensation when it was dug up at a construction site after a 2 000-year sleep.
437,13,Pearl,It can summon rain clouds. People long ago revered it as the bringer of plentiful harvests.
437,14,Platinum,It brought rains by opening portals to another world. It was revered as a bringer of plentiful harvests.
437,15,HeartGold,Ancient people believed that petitioning BRONZONG for rain was the way to make crops grow.
437,16,SoulSilver,Ancient people believed that petitioning BRONZONG for rain was the way to make crops grow.
437,17,Black,It brought rains by opening portals to another world. It was revered as a bringer of plentiful harvests.
437,18,White,It brought rains by opening portals to another world. It was revered as a bringer of plentiful harvests.
437,21,Black 2,In ages past this Pokemon was revered as a bringer of rain. It was found buried in the ground.
437,22,White 2,In ages past this Pokemon was revered as a bringer of rain. It was found buried in the ground.
437,23,X,In ages past this Pokemon was revered as a bringer of rain. It was found buried in the ground.
437,24,Y,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
437,25,Omega Ruby,In ages past this Pokemon was revered as a bringer of rain. It was found buried in the ground.
437,26,Alpha Sapphire,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
