id,pokedex_version_id,flavor_text
25,1,When several of these Pokemon gather theirelectricity could build and cause lightning storms.
25,2,When several of these Pokemon gather theirelectricity could build and cause lightning storms.
25,3,It keeps its tail raised to monitor its surroundings.If you yank its tail it will try to bite you.
25,4,This intelligent Pokemon roasts hard BERRIES withelectricity to make them tender enough to eat.
25,5,It raises its tail to check its sur roundings. Thetail is sometimes struck by light ning in this pose.
25,6,When it is anger ed it immediately discharges theenergy stored in the pouches in its cheeks.
25,7,Whenever PIKACHU comes across something new it blasts it with a jolt of electricity.If you come across a blackened berry it's evidence that this Pokemon mistook the intensity of its charge.
25,8,This Pokemon has electricity-storing pouches on its cheeks. These appear to become electrically charged during thenight while PIKACHU sleeps. It occasionally discharges electricity when it is dozy after waking up.
25,9,It stores electricity in the electric sacs on its cheeks. When it releases pent-up energy in a burst the electric power is equal to a lightning bolt.
25,10,It has small electric sacs on both its cheeks. If threatened it looses electric charges from the sacs.
25,11,When several of these Pokemon gather their electricity can build and cause lightning storms.
25,12,It lives in forests with others. It stores electricity in the pouches on its cheeks.
25,13,If it looses crackling power from the electric pouches on its cheeks it is being wary.
25,14,It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.
25,15,This intelligent Pokemon roasts hard berries with electricity to make them tender enough to eat.
25,16,It raises its tail to check its surroundings. The tail is sometimes struck by lightning in this pose.
25,17,It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.
25,18,It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.
25,21,It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.
25,22,It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.
25,23,It raises its tail to check its surroundings. The tail is sometimes struck by lightning in this pose.
25,24,It has small electric sacs on both its cheeks. If threatened it looses electric charges from the sacs.
25,25,Whenever Pikachu comes across something new it blasts it with a jolt of electricity. If you come across a blackened berry it's evidence that this Pokemon mistook the intensity of its charge.
25,26,This Pokemon has electricity-storing pouches on its cheeks. These appear to become electrically charged during the night while Pikachu sleeps. It occasionally discharges electricity when it is dozy after waking up.
