pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
545,scolipede,11,14,Swords Dance,4,0,
545,scolipede,11,15,Cut,4,0,
545,scolipede,11,38,Double-Edge,1,55,
545,scolipede,11,40,Poison Sting,1,1,4
545,scolipede,11,40,Poison Sting,1,5,
545,scolipede,11,63,Hyper Beam,4,0,
545,scolipede,11,70,Strength,4,0,
545,scolipede,11,76,Solar Beam,4,0,
545,scolipede,11,89,Earthquake,4,0,
545,scolipede,11,91,Dig,4,0,
545,scolipede,11,92,Toxic,1,44,
545,scolipede,11,92,Toxic,4,0,
545,scolipede,11,97,Agility,1,33,
545,scolipede,11,103,Screech,1,1,5
545,scolipede,11,103,Screech,1,8,
545,scolipede,11,104,Double Team,4,0,
545,scolipede,11,111,Defense Curl,1,1,2
545,scolipede,11,156,Rest,4,0,
545,scolipede,11,157,Rock Slide,4,0,
545,scolipede,11,164,Substitute,4,0,
545,scolipede,11,182,Protect,1,15,
545,scolipede,11,182,Protect,4,0,
545,scolipede,11,188,Sludge Bomb,4,0,
545,scolipede,11,205,Rollout,1,1,3
545,scolipede,11,207,Swagger,4,0,
545,scolipede,11,213,Attract,4,0,
545,scolipede,11,216,Return,4,0,
545,scolipede,11,218,Frustration,4,0,
545,scolipede,11,224,Megahorn,1,1,1
545,scolipede,11,226,Baton Pass,1,30,
545,scolipede,11,228,Pursuit,1,12,
545,scolipede,11,237,Hidden Power,4,0,
545,scolipede,11,241,Sunny Day,4,0,
545,scolipede,11,249,Rock Smash,4,0,
545,scolipede,11,263,Facade,4,0,
545,scolipede,11,317,Rock Tomb,4,0,
545,scolipede,11,342,Poison Tail,1,19,
545,scolipede,11,360,Gyro Ball,4,0,
545,scolipede,11,371,Payback,4,0,
545,scolipede,11,398,Poison Jab,4,0,
545,scolipede,11,404,X-Scissor,4,0,
545,scolipede,11,416,Giga Impact,4,0,
545,scolipede,11,431,Rock Climb,1,50,
545,scolipede,11,450,Bug Bite,1,23,
545,scolipede,11,474,Venoshock,1,28,
545,scolipede,11,474,Venoshock,4,0,
545,scolipede,11,496,Round,4,0,
545,scolipede,11,522,Struggle Bug,4,0,
545,scolipede,11,523,Bulldoze,4,0,
545,scolipede,11,537,Steamroller,1,39,
545,scolipede,14,14,Swords Dance,4,0,
545,scolipede,14,15,Cut,4,0,
545,scolipede,14,38,Double-Edge,1,55,
545,scolipede,14,40,Poison Sting,1,1,4
545,scolipede,14,40,Poison Sting,1,5,
545,scolipede,14,63,Hyper Beam,4,0,
545,scolipede,14,70,Strength,4,0,
545,scolipede,14,76,Solar Beam,4,0,
545,scolipede,14,89,Earthquake,4,0,
545,scolipede,14,91,Dig,4,0,
545,scolipede,14,92,Toxic,1,44,
545,scolipede,14,92,Toxic,4,0,
545,scolipede,14,97,Agility,1,33,
545,scolipede,14,103,Screech,1,1,5
