pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
17,pidgeotto,1,16,Gust,1,1,1
17,pidgeotto,1,17,Wing Attack,1,31,
17,pidgeotto,1,18,Whirlwind,1,21,
17,pidgeotto,1,28,Sand Attack,1,1,2
17,pidgeotto,1,28,Sand Attack,1,5,
17,pidgeotto,1,97,Agility,1,40,
17,pidgeotto,1,98,Quick Attack,1,12,
17,pidgeotto,1,119,Mirror Move,1,49,
17,pidgeotto,2,16,Gust,1,1,1
17,pidgeotto,2,17,Wing Attack,1,31,
17,pidgeotto,2,18,Whirlwind,1,21,
17,pidgeotto,2,28,Sand Attack,1,1,2
17,pidgeotto,2,28,Sand Attack,1,5,
17,pidgeotto,2,97,Agility,1,40,
17,pidgeotto,2,98,Quick Attack,1,12,
17,pidgeotto,2,119,Mirror Move,1,49,
17,pidgeotto,3,16,Gust,1,1,3
17,pidgeotto,3,16,Gust,1,9,
17,pidgeotto,3,17,Wing Attack,1,33,
17,pidgeotto,3,18,Whirlwind,1,23,
17,pidgeotto,3,28,Sand Attack,1,1,2
17,pidgeotto,3,28,Sand Attack,1,5,
17,pidgeotto,3,33,Tackle,1,1,1
17,pidgeotto,3,97,Agility,1,43,
17,pidgeotto,3,98,Quick Attack,1,15,
17,pidgeotto,3,119,Mirror Move,1,55,
17,pidgeotto,4,16,Gust,1,1,3
17,pidgeotto,4,16,Gust,1,9,
17,pidgeotto,4,17,Wing Attack,1,33,
17,pidgeotto,4,18,Whirlwind,1,23,
17,pidgeotto,4,28,Sand Attack,1,1,2
17,pidgeotto,4,28,Sand Attack,1,5,
17,pidgeotto,4,33,Tackle,1,1,1
17,pidgeotto,4,97,Agility,1,43,
17,pidgeotto,4,98,Quick Attack,1,15,
17,pidgeotto,4,119,Mirror Move,1,55,
17,pidgeotto,5,16,Gust,1,1,3
17,pidgeotto,5,16,Gust,1,9,
17,pidgeotto,5,17,Wing Attack,1,27,
17,pidgeotto,5,18,Whirlwind,1,20,
17,pidgeotto,5,28,Sand Attack,1,1,2
17,pidgeotto,5,28,Sand Attack,1,5,
17,pidgeotto,5,33,Tackle,1,1,1
17,pidgeotto,5,97,Agility,1,43,
17,pidgeotto,5,98,Quick Attack,1,13,
17,pidgeotto,5,119,Mirror Move,1,52,
17,pidgeotto,5,297,Feather Dance,1,34,
17,pidgeotto,6,16,Gust,1,1,3
17,pidgeotto,6,16,Gust,1,9,
17,pidgeotto,6,17,Wing Attack,1,27,
17,pidgeotto,6,18,Whirlwind,1,20,
17,pidgeotto,6,28,Sand Attack,1,1,2
17,pidgeotto,6,28,Sand Attack,1,5,
17,pidgeotto,6,33,Tackle,1,1,1
17,pidgeotto,6,97,Agility,1,43,
17,pidgeotto,6,98,Quick Attack,1,13,
17,pidgeotto,6,119,Mirror Move,1,52,
17,pidgeotto,6,297,Feather Dance,1,34,
17,pidgeotto,7,16,Gust,1,1,3
17,pidgeotto,7,16,Gust,1,9,
17,pidgeotto,7,17,Wing Attack,1,27,
17,pidgeotto,7,18,Whirlwind,1,20,
17,pidgeotto,7,28,Sand Attack,1,1,2
17,pidgeotto,7,28,Sand Attack,1,5,
17,pidgeotto,7,33,Tackle,1,1,1
17,pidgeotto,7,97,Agility,1,43,
17,pidgeotto,7,98,Quick Attack,1,13,
17,pidgeotto,7,119,Mirror Move,1,52,
17,pidgeotto,7,297,Feather Dance,1,34,
17,pidgeotto,8,16,Gust,1,1,3
17,pidgeotto,8,16,Gust,1,9,
17,pidgeotto,8,17,Wing Attack,1,37,
17,pidgeotto,8,18,Whirlwind,1,17,
17,pidgeotto,8,28,Sand Attack,1,1,2
17,pidgeotto,8,28,Sand Attack,1,5,
17,pidgeotto,8,33,Tackle,1,1,1
17,pidgeotto,8,97,Agility,1,32,
17,pidgeotto,8,98,Quick Attack,1,13,
17,pidgeotto,8,119,Mirror Move,1,52,
