id,pokedex_version_id,flavor_text
270,7,LOTAD live in ponds and lakes where they float on the surface. It grows weak if its broad leaf dies.On rare occasions this Pokemon travels on land in search of clean water.
270,8,LOTAD is said to have dwelled on land before. However this Pokemon is thought to have returned to waterbecause the leaf on its head grew large and heavy. It now lives by floating atop the water.
270,9,This Pokemon lives in ponds with clean water. It is known to ferry small Pokemon across ponds by carrying them on the broad leaf on its head.
270,10,It searches about for clean water. If it does not drink water for too long the leaf on its head wilts.
270,11,It searches about for clean water. If it does not drink water for too long the leaf on its head wilts.
270,12,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,13,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,14,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,15,Its leaf grew too large for it to live on land. That is how it began to live floating in the water.
270,16,Its leaf grew too large for it to live on land. That is how it began to live floating in the water.
270,17,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,18,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,21,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,22,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,23,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
270,24,It searches about for clean water. If it does not drink water for too long the leaf on its head wilts.
270,25,Lotad live in ponds and lakes where they float on the surface. It grows weak if its broad leaf dies. On rare occasions this Pokemon travels on land in search of clean water.
270,26,Lotad is said to have dwelled on land before. However this Pokemon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.
