pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
138,omanyte,1,30,Horn Attack,1,34,
138,omanyte,1,43,Leer,1,39,
138,omanyte,1,55,Water Gun,1,1,1
138,omanyte,1,56,Hydro Pump,1,53,
138,omanyte,1,110,Withdraw,1,1,2
138,omanyte,1,131,Spike Cannon,1,46,
138,omanyte,2,30,Horn Attack,1,34,
138,omanyte,2,43,Leer,1,39,
138,omanyte,2,55,Water Gun,1,1,1
138,omanyte,2,56,Hydro Pump,1,53,
138,omanyte,2,110,Withdraw,1,1,2
138,omanyte,2,131,Spike Cannon,1,46,
138,omanyte,3,43,Leer,1,31,
138,omanyte,3,44,Bite,1,13,
138,omanyte,3,55,Water Gun,1,19,
138,omanyte,3,56,Hydro Pump,1,55,
138,omanyte,3,110,Withdraw,1,1,2
138,omanyte,3,132,Constrict,1,1,1
138,omanyte,3,182,Protect,1,37,
138,omanyte,3,246,Ancient Power,1,49,
138,omanyte,4,43,Leer,1,31,
138,omanyte,4,44,Bite,1,13,
138,omanyte,4,55,Water Gun,1,19,
138,omanyte,4,56,Hydro Pump,1,55,
138,omanyte,4,110,Withdraw,1,1,2
138,omanyte,4,132,Constrict,1,1,1
138,omanyte,4,182,Protect,1,37,
138,omanyte,4,246,Ancient Power,1,49,
138,omanyte,5,43,Leer,1,31,
138,omanyte,5,44,Bite,1,13,
138,omanyte,5,55,Water Gun,1,19,
138,omanyte,5,56,Hydro Pump,1,55,
138,omanyte,5,110,Withdraw,1,1,2
138,omanyte,5,132,Constrict,1,1,1
138,omanyte,5,182,Protect,1,37,
138,omanyte,5,246,Ancient Power,1,49,
138,omanyte,5,321,Tickle,1,43,
138,omanyte,5,341,Mud Shot,1,25,
138,omanyte,6,43,Leer,1,31,
138,omanyte,6,44,Bite,1,13,
138,omanyte,6,55,Water Gun,1,19,
138,omanyte,6,56,Hydro Pump,1,55,
138,omanyte,6,110,Withdraw,1,1,2
138,omanyte,6,132,Constrict,1,1,1
138,omanyte,6,182,Protect,1,37,
138,omanyte,6,246,Ancient Power,1,49,
138,omanyte,6,321,Tickle,1,43,
138,omanyte,6,341,Mud Shot,1,25,
138,omanyte,7,43,Leer,1,31,
138,omanyte,7,44,Bite,1,13,
138,omanyte,7,55,Water Gun,1,19,
138,omanyte,7,56,Hydro Pump,1,55,
138,omanyte,7,110,Withdraw,1,1,2
138,omanyte,7,132,Constrict,1,1,1
138,omanyte,7,182,Protect,1,37,
138,omanyte,7,246,Ancient Power,1,49,
138,omanyte,7,321,Tickle,1,43,
138,omanyte,7,341,Mud Shot,1,25,
138,omanyte,8,43,Leer,1,19,
138,omanyte,8,44,Bite,1,7,
138,omanyte,8,55,Water Gun,1,10,
138,omanyte,8,56,Hydro Pump,1,52,
138,omanyte,8,110,Withdraw,1,1,2
138,omanyte,8,132,Constrict,1,1,1
