id,pokedex_version_id,flavor_text
226,4,As it majestically swims it doesn't care if REMORAIDattach to it for scavenging its leftovers.
226,5,Swimming freely in open seas it may fly out of thewater and over the waves if it builds up enough speed.
226,6,It swims along freely eating things that swiminto its mouth. Its whole body is very coarse.
226,7,On sunny days schools of MANTINE can be seen elegantly leaping over the sea's waves.This Pokemon is not bothered by the REMORAID that hitches rides.
226,8,On sunny days schools of MANTINE can be seen elegantly leaping over the sea's waves.This Pokemon is not bothered by the REMORAID that hitches rides.
226,9,On sunny days schools of MANTINE can be seen elegantly leaping over the waves. It is not bothered by the REMORAID that hitches rides.
226,10,Swimming freely in open seas it may fly out of the water and over the waves if it builds up enough speed.
226,11,As it majestically swims it doesn't care if REMORAID attach to it to scavenge for its leftovers.
226,12,When the waves are calm one may encounter a swarm of MANTINE swimming as if they are in flight.
226,13,It swims elegantly mindless of REMORAID hitching on to its broad fins. It has a docile nature.
226,14,While elegantly swimming in the sea it ignores REMORAID that cling to its fins seeking food scraps.
226,15,As it majestically swims it doesn't care if REMORAID attach to it for scavenging its leftovers.
226,16,Swimming freely in open seas it may fly out of the water and over the waves if it builds up enough speed. 
226,17,While elegantly swimming in the sea it ignores Remoraid that cling to its fins seeking food scraps.
226,18,While elegantly swimming in the sea it ignores Remoraid that cling to its fins seeking food scraps.
226,21,If it builds up enough speed swimming it can fly over 300 feet out of the water from the surface of the ocean.
226,22,If it builds up enough speed swimming it can fly over 300 feet out of the water from the surface of the ocean.
226,23,If it builds up enough speed swimming it can fly over 300 feet out of the water from the surface of the ocean.
226,24,While elegantly swimming in the sea it ignores Remoraid that cling to its fins seeking food scraps.
226,25,On sunny days schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokemon is not bothered by the Remoraid that hitches rides.
226,26,On sunny days schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokemon is not bothered by the Remoraid that hitches rides.
