pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
262,mightyena,5,28,Sand Attack,1,1,3
262,mightyena,5,28,Sand Attack,1,9,
262,mightyena,5,33,Tackle,1,1,1
262,mightyena,5,36,Take Down,1,37,
262,mightyena,5,44,Bite,1,1,4
262,mightyena,5,44,Bite,1,13,
262,mightyena,5,46,Roar,1,22,
262,mightyena,5,168,Thief,1,52,
262,mightyena,5,184,Scary Face,1,32,
262,mightyena,5,207,Swagger,1,27,
262,mightyena,5,242,Crunch,1,47,
262,mightyena,5,269,Taunt,1,42,
262,mightyena,5,316,Odor Sleuth,1,17,
262,mightyena,5,336,Howl,1,1,2
262,mightyena,5,336,Howl,1,5,
262,mightyena,6,28,Sand Attack,1,1,3
262,mightyena,6,28,Sand Attack,1,9,
262,mightyena,6,33,Tackle,1,1,1
262,mightyena,6,36,Take Down,1,37,
262,mightyena,6,44,Bite,1,1,4
262,mightyena,6,44,Bite,1,13,
262,mightyena,6,46,Roar,1,22,
262,mightyena,6,168,Thief,1,52,
262,mightyena,6,184,Scary Face,1,32,
262,mightyena,6,207,Swagger,1,27,
262,mightyena,6,242,Crunch,1,47,
262,mightyena,6,269,Taunt,1,42,
262,mightyena,6,316,Odor Sleuth,1,17,
262,mightyena,6,336,Howl,1,1,2
262,mightyena,6,336,Howl,1,5,
262,mightyena,7,28,Sand Attack,1,1,3
262,mightyena,7,28,Sand Attack,1,9,
262,mightyena,7,33,Tackle,1,1,1
262,mightyena,7,36,Take Down,1,37,
262,mightyena,7,44,Bite,1,1,4
262,mightyena,7,44,Bite,1,13,
262,mightyena,7,46,Roar,1,22,
262,mightyena,7,168,Thief,1,52,
262,mightyena,7,184,Scary Face,1,32,
262,mightyena,7,207,Swagger,1,27,
262,mightyena,7,242,Crunch,1,47,
262,mightyena,7,269,Taunt,1,42,
262,mightyena,7,316,Odor Sleuth,1,17,
262,mightyena,7,336,Howl,1,1,2
262,mightyena,7,336,Howl,1,5,
262,mightyena,8,28,Sand Attack,1,1,3
262,mightyena,8,28,Sand Attack,1,9,
262,mightyena,8,33,Tackle,1,1,1
262,mightyena,8,36,Take Down,1,52,
262,mightyena,8,44,Bite,1,1,4
262,mightyena,8,44,Bite,1,13,
262,mightyena,8,46,Roar,1,22,
262,mightyena,8,168,Thief,1,57,
262,mightyena,8,184,Scary Face,1,37,
262,mightyena,8,207,Swagger,1,27,
262,mightyena,8,269,Taunt,1,42,
262,mightyena,8,316,Odor Sleuth,1,17,
262,mightyena,8,336,Howl,1,1,2
262,mightyena,8,336,Howl,1,5,
262,mightyena,8,372,Assurance,1,32,
262,mightyena,8,373,Embargo,1,47,
262,mightyena,8,389,Sucker Punch,1,62,
262,mightyena,9,28,Sand Attack,1,1,3
262,mightyena,9,28,Sand Attack,1,9,
262,mightyena,9,33,Tackle,1,1,1
262,mightyena,9,36,Take Down,1,52,
262,mightyena,9,44,Bite,1,1,4
262,mightyena,9,44,Bite,1,13,
262,mightyena,9,46,Roar,1,22,
262,mightyena,9,168,Thief,1,57,
262,mightyena,9,184,Scary Face,1,37,
262,mightyena,9,207,Swagger,1,27,
262,mightyena,9,269,Taunt,1,42,
