id,pokedex_version_id,flavor_text
202,4,It hates light and shock. If attack ed it inflatesits body to pump up its counter strike.
202,5,To keep its pitch- black tail hidden it lives quietlyin the darkness. It is never first to attack.
202,6,In order to con ceal its black tail it lives ina dark cave and only moves about at night.
202,7,If two or more WOBBUFFET meet they will turn competitive and try to outdo each other's endurance.However they may try to see which one can endure the longest without food. TRAINERS need to beware of this habit.
202,8,WOBBUFFET does nothing but endure attacks - it won't attack on its own. However it won't endure an attack onits tail. When that happens the Pokemon will try to take the foe with it using DESTINY BOND.
202,9,Usually docile a WOBBUFFET strikes back ferociously if its black tail is attacked. It makes its lair in caves where it waits for nightfall.
202,10,To keep its pitch-black tail hidden it lives quietly in the darkness. It is never first to attack.
202,11,It hates light and shock. If attacked it inflates its body to pump up its counterstrike.
202,12,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
202,13,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
202,14,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
202,15,It hates light and shock. If attacked it inflates its body to build up its counterstrike.
202,16,To keep its pitch-black tail hidden it lives quietly in the darkness. It is never first to attack.
202,17,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
202,18,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
202,21,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
202,22,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
202,23,It hates light and shock. If attacked it inflates its body to build up its counterstrike.
202,24,To keep its pitch-black tail hidden it lives quietly in the darkness. It is never first to attack.
202,25,If two or more Wobbuffet meet they will turn competitive and try to outdo each other's endurance. However they may try to see which one can endure the longest without food. Trainers need to beware of this habit.
202,26,Wobbuffet does nothing but endure attacks - it won't attack on its own. However it won't endure an attack on its tail. When that happens the Pokemon will try to take the foe with it using Destiny Bond.
