id,pokedex_version_id,game_name,flavor_text
275,7,Ruby,SHIFTRY is a mysterious Pokemon that is said to live atop towering trees dating back over a thousand years.It creates terrific windstorms with the fans it holds.
275,8,Sapphire,SHIFTRY's large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up windblows anything away. This Pokemon chooses to live quietly deep in forests.
275,9,Emerald,It is said to arrive on chilly wintry winds. Feared from long ago as the guardian of forests this Pokemon lives in a deep forest where people do not venture.
275,10,FireRed,A Pokemon that was feared as a forest guardian. It can read the foe's mind and take preemptive action.
275,11,LeafGreen,A Pokemon that was feared as a forest guardian. It can read the foe's mind and take preemptive action.
275,12,Diamond,By flapping its leafy fan it can whip up gusts of 100 ft/second that can level houses.
275,13,Pearl,By flapping its leafy fan it can whip up gusts of 100 ft/second that can level houses.
275,14,Platinum,By flapping its leafy fan it can whip up gusts of 100 ft/second that can level houses.
275,15,HeartGold,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
275,16,SoulSilver,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
275,17,Black,By flapping its leafy fan it can whip up gusts of 100 ft/second that can level houses.
275,18,White,By flapping its leafy fan it can whip up gusts of 100 ft/second that can level houses.
275,21,Black 2,By flapping its leafy fan it can whip up gusts of 100 ft/second that can level houses.
275,22,White 2,By flapping its leafy fan it can whip up gusts of 100 ft/second that can level houses.
275,23,X,A Pokemon that was feared as a forest guardian. It can read the foe's mind and take preemptive action.
275,24,Y,By flapping its leafy fan it can whip up gusts of 100 feet per second that can level houses.
275,25,Omega Ruby,Shiftry is a mysterious Pokemon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.
275,26,Alpha Sapphire,Shiftry's large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokemon chooses to live quietly deep in forests.
