pokemon_id,version_group_id,move_name,level,type,power,accuracy
375,5,Take Down,1,normal,90,85
375,6,Take Down,1,normal,90,85
375,7,Take Down,1,normal,90,85
375,8,Take Down,1,normal,90,85
375,8,Confusion,1,psychic,50,100
375,8,Metal Claw,1,steel,50,95
375,8,Magnet Rise,1,electric,-,-
375,9,Take Down,1,normal,90,85
375,9,Confusion,1,psychic,50,100
375,9,Metal Claw,1,steel,50,95
375,9,Magnet Rise,1,electric,-,-
375,10,Take Down,1,normal,90,85
375,10,Confusion,1,psychic,50,100
375,10,Metal Claw,1,steel,50,95
375,10,Magnet Rise,1,electric,-,-
375,11,Take Down,1,normal,90,85
375,11,Confusion,1,psychic,50,100
375,11,Metal Claw,1,steel,50,95
375,11,Magnet Rise,1,electric,-,-
375,12,Take Down,1,normal,90,85
375,13,Take Down,1,normal,90,85
375,14,Take Down,1,normal,90,85
375,14,Confusion,1,psychic,50,100
375,14,Metal Claw,1,steel,50,95
375,14,Magnet Rise,1,electric,-,-
375,15,Take Down,1,normal,90,85
375,15,Confusion,1,psychic,50,100
375,15,Metal Claw,1,steel,50,95
375,15,Magnet Rise,1,electric,-,-
375,16,Take Down,1,normal,90,85
375,16,Confusion,1,psychic,50,100
375,16,Metal Claw,1,steel,50,95
375,16,Magnet Rise,1,electric,-,-
375,5,Confusion,20,psychic,50,100
375,5,Metal Claw,20,steel,50,95
375,6,Confusion,20,psychic,50,100
375,6,Metal Claw,20,steel,50,95
375,7,Confusion,20,psychic,50,100
375,7,Metal Claw,20,steel,50,95
375,8,Confusion,20,psychic,50,100
375,8,Metal Claw,20,steel,50,95
375,9,Confusion,20,psychic,50,100
375,9,Metal Claw,20,steel,50,95
375,10,Confusion,20,psychic,50,100
375,10,Metal Claw,20,steel,50,95
375,11,Confusion,20,psychic,50,100
375,11,Metal Claw,20,steel,50,95
375,12,Confusion,20,psychic,50,100
375,12,Metal Claw,20,steel,50,95
375,13,Confusion,20,psychic,50,100
375,13,Metal Claw,20,steel,50,95
375,14,Confusion,20,psychic,50,100
375,14,Metal Claw,20,steel,50,95
375,15,Confusion,20,psychic,50,100
375,15,Metal Claw,20,steel,50,95
375,16,Confusion,20,psychic,50,100
375,16,Metal Claw,20,steel,50,95
375,14,Pursuit,23,dark,40,100
375,15,Pursuit,23,dark,40,100
375,16,Pursuit,23,dark,40,100
375,8,Scary Face,24,normal,-,100
375,9,Scary Face,24,normal,-,100
375,10,Scary Face,24,normal,-,100
375,11,Scary Face,24,normal,-,100
375,5,Scary Face,26,normal,-,100
375,6,Scary Face,26,normal,-,100
375,7,Scary Face,26,normal,-,100
375,12,Scary Face,26,normal,-,100
375,13,Scary Face,26,normal,-,100
375,14,Miracle Eye,26,psychic,-,-
375,15,Miracle Eye,26,psychic,-,-
375,16,Bullet Punch,26,steel,40,100
375,8,Pursuit,28,dark,40,100
375,9,Pursuit,28,dark,40,100
375,10,Pursuit,28,dark,40,100
375,11,Pursuit,28,dark,40,100
375,14,Zen Headbutt,29,psychic,80,90
375,15,Zen Headbutt,29,psychic,80,90
375,16,Miracle Eye,29,psychic,-,-
375,5,Pursuit,32,dark,40,100
375,6,Pursuit,32,dark,40,100
375,7,Pursuit,32,dark,40,100
375,8,Bullet Punch,32,steel,40,100
375,9,Bullet Punch,32,steel,40,100
375,10,Bullet Punch,32,steel,40,100
375,11,Bullet Punch,32,steel,40,100
375,12,Pursuit,32,dark,40,100
375,13,Pursuit,32,dark,40,100
375,14,Bullet Punch,32,steel,40,100
375,15,Bullet Punch,32,steel,40,100
375,16,Zen Headbutt,32,psychic,80,90
375,14,Scary Face,35,normal,-,100
375,15,Scary Face,35,normal,-,100
375,16,Scary Face,35,normal,-,100
