id,pokedex_version_id,flavor_text
97,1,When it locks eyes with an enemy it will use a mix ofPSI moves such as HYPNOSIS and CONFUSION.
97,2,When it locks eyes with an enemy it will use a mix ofPSI moves such as HYPNOSIS and CONFUSION.
97,3,Avoid eye contact if you come across one. It will tryto put you to sleep by using its pendulum.
97,4,When it is very hungry it puts humans it meets tosleep then it feasts on their dreams.
97,5,Always holding a pendulum that it rocks at a steadyrhythm it causes drowsiness in any one nearby.
97,6,The longer it swings its pendulum thelonger the effects of its hypnosis last.
97,7,HYPNO holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep stateof hypnosis. While this Pokemon searches for prey it polishes the pendulum.
97,8,HYPNO holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep stateof hypnosis. While this Pokemon searches for prey it polishes the pendulum.
97,9,The arcing movement and glitter of the pendulum in a HYPNO's hand lull the foe into deep hypnosis. While searching for prey it polishes the pendulum.
97,10,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.
97,11,When it locks eyes with an enemy it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.
97,12,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,13,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,14,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,15,When it is very hungry it puts humans it meets to sleep then it feasts on their dreams.
97,16,Always holding a pendulum that it swings at a steady rhythm it causes drowsiness in anyone nearby.
97,17,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,18,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,21,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,22,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,23,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.
97,24,Seeing its swinging pendulum can induce sleep in three seconds even in someone who just woke up.
97,25,Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokemon searches for prey it polishes the pendulum.
97,26,Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokemon searches for prey it polishes the pendulum.
