id,pokedex_version_id,game_name,flavor_text
123,1,Red,With ninja-like agility and speed it can create theillusion that there is more than one.
123,2,Blue,With ninja-like agility and speed it can create theillusion that there is more than one.
123,3,Yellow,Leaps out of tall grass and slices prey with itsscythes. The move ment looks like that of a ninja.
123,4,Gold,It slashes through grass with its sharp scythes moving too fast for the human eye to track.
123,5,Silver,When it moves it leaves only a blur. If it hidesin grass its pro tective colors make it invisible.
123,6,Crystal,It's very proud of its speed. It moves so fast thatits opponent does not even know what knocked it down.
123,7,Ruby,SCYTHER is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms.This Pokemon's scythes are so effective they can slice through thick logs in one wicked stroke.
123,8,Sapphire,SCYTHER is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms.This Pokemon's scythes are so effective they can slice through thick logs in one wicked stroke.
123,9,Emerald,Its blindingly fast speed adds to the sharpness of its twin forearm scythes. The scythes can slice through thick logs in one wicked stroke.
123,10,FireRed,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.
123,11,LeafGreen,With ninja-like agility and speed it can create the illusion that there is more than one of itself.
123,12,Diamond,It is nearly impossible to parry its attacking scythes. Its movements are like a ninja's.
123,13,Pearl,It is nearly impossible to parry its attacking scythes. Its movements are like a ninja's.
123,14,Platinum,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
123,15,HeartGold,It slashes through grass with its sharp scythes moving too fast for the human eye to track.
123,16,SoulSilver,When it moves it leaves only a blur. If it hides in grass its protective coloration makes it invisible.
123,17,Black,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
123,18,White,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
123,21,Black 2,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
123,22,White 2,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
123,23,X,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.
123,24,Y,It slashes through grass with its sharp scythes moving too fast for the human eye to track.
123,25,Omega Ruby,Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokemon's scythes are so effective they can slice through thick logs in one wicked stroke.
123,26,Alpha Sapphire,Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokemon's scythes are so effective they can slice through thick logs in one wicked stroke.
