id,pokedex_version_id,flavor_text
41,1,Forms colonies in perpetually dark places. Usesultrasonic waves to identify and approach targets.
41,2,Forms colonies in perpetually dark places. Usesultrasonic waves to identify and approach targets.
41,3,Emits ultrasonic cries while it flies. They actas a sonar used to check for ob jects in its way.
41,4,While flying it constantly emits ultrasonic wavesfrom its mouth to check its sur roundings.
41,5,Capable of flying safely in dark places it emitsultrasonic cries to check for any obstacles.
41,6,During the day it gathers with others and hangsfrom the ceilings of old buildings and caves.
41,7,ZUBAT remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolongedexposure to the sun causes its body to become slightly burned.
41,8,ZUBAT avoids sunlight because exposure causes it to become unhealthy. During the daytime it stays in caves orunder the eaves of old houses sleeping while hanging upside down.
41,9,While living in pitch-black caverns their eyes gradually grew shut and deprived them of vision. They use ultrasonic waves to detect obstacles.
41,10,It has no eyes. Instead it relies on its ultrasonic cries for echo location to flit about in darkness.
41,11,It forms colonies in perpetually dark places and uses ultrasonic waves to identify and approach targets.
41,12,Even though it has no eyes it can sense obstacles using ultrasonic waves it emits from its mouth.
41,13,Disliking sunlight it sleeps deep in forests and caves until sundown.
41,14,It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.
41,15,While flying it constantly emits ultrasonic waves from its mouth to check its surroundings.
41,16,Capable of flying safely in dark places it emits ultrasonic cries to check for any obstacles.
41,17,It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.
41,18,It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.
41,21,It does not need eyes because it emits ultrasonic waves to check its surroundings while it flies.
41,22,It does not need eyes because it emits ultrasonic waves to check its surroundings while it flies.
41,23,Even though it has no eyes it can sense obstacles using ultrasonic waves it emits from its mouth.
41,24,It has no eyes. Instead it relies on its ultrasonic cries for echolocation to flit about in darkness.
41,25,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.
41,26,Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime it stays in caves or under the eaves of old houses sleeping while hanging upside down.
