id,pokedex_version_id,flavor_text
133,1,Its genetic code is irregular. It may mutate ifit is exposed to radiation from element STONEs.
133,2,Its genetic code is irregular. It may mutate ifit is exposed to radiation from element STONEs.
133,3,Its genetic code is unstable so it could evolve ina variety of ways. There are only a few alive.
133,4,It has the ability to alter the com position of itsbody to suit its surrounding envi ronment.
133,5,Its irregularly configured DNA is affected by itssurroundings. It evolves if its en vironment changes.
133,6,Its ability to evolve into many forms allows it toadapt smoothly and perfectly to any environment.
133,7,EEVEE has an unstable genetic makeup that suddenly mutates due to the environment in which it lives.Radiation from various STONES causes this Pokemon to evolve.
133,8,EEVEE has an unstable genetic makeup that suddenly mutates due to the environment in which it lives.Radiation from various STONES causes this Pokemon to evolve.
133,9,An EEVEE has an unstable genetic makeup that suddenly mutates due to its environment. Radiation from various STONES causes this Pokemon to evolve.
133,10,An extremely rare Pokemon that may evolve in a number of different ways depending on stimuli.
133,11,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONES.
133,12,A rare Pokemon that adapts to harsh environments by taking on different evolutionary forms.
133,13,A rare Pokemon that adapts to harsh environments by taking on different evolutionary forms.
133,14,Because its genetic makeup is irregular it quickly changes its form due to a variety of causes.
133,15,It has the ability to alter the composition of its body to suit its surrounding environment.
133,16,Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes.
133,17,Because its genetic makeup is irregular it quickly changes its form due to a variety of causes.
133,18,Because its genetic makeup is irregular it quickly changes its form due to a variety of causes.
133,21,Thanks to its unstable genetic makeup this special Pokemon conceals many different possible evolutions.
133,22,Thanks to its unstable genetic makeup this special Pokemon conceals many different possible evolutions.
133,23,A rare Pokemon that adapts to harsh environments by taking on different evolutionary forms.
133,24,Thanks to its unstable genetic makeup this special Pokemon conceals many different possible evolutions.
133,25,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokemon to evolve.
133,26,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokemon to evolve.
