id,pokedex_version_id,flavor_text
258,7,The fin on MUDKIP's head acts as highly sensitive radar. Using this fin to sense movements of water and air thisPokemon can determine what is taking place around it without using its eyes.
258,8,In water MUDKIP breathes using the gills on its cheeks. If it is faced with a tight situation inbattle this Pokemon will unleash its amazing power - it can crush rocks bigger than itself.
258,9,On land it can powerfully lift large boulders by planting its four feet and heaving. It sleeps by burying itself in soil at the water's edge.
258,10,Its large tail fin propels it through water with powerful acceleration. It is strong in spite of its size.
258,11,Its large tail fin propels it through water with powerful acceleration. It is strong in spite of its size.
258,12,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,13,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,14,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,15,Its power can crush boulders. It rests by covering itself with mud at the bottom of a river.
258,16,Its power can crush boulders. It rests by covering itself with mud at the bottom of a river.
258,17,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,18,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,21,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,22,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,23,Its large tail fin propels it through water with powerful acceleration. It is strong in spite of its size.
258,24,To alert it the fin on its head senses the flow of water. It has the strength to heft boulders.
258,25,The fin on Mudkip's head acts as highly sensitive radar. Using this fin to sense movements of water and air this Pokemon can determine what is taking place around it without using its eyes.
258,26,In water Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle this Pokemon will unleash its amazing power - it can crush rocks bigger than itself.
