id,pokedex_version_id,flavor_text
222,4,It continuously sheds and grows. The tip of itshead is prized as a treasure for its beauty.
222,5,In a south sea nation the people live in communi ties that are built on groups of these Pokemon.
222,6,The points on its head absorb nutrients fromclean water. They cannot survive in polluted water.
222,7,CORSOLA's branches glitter very beautifully in seven colors when they catch sunlight.If any branch breaks off this Pokemon grows it back in just one night.
222,8,Clusters of CORSOLA congregate in warm seas where they serve as ideal hiding places for smaller Pokemon.When the water temperature falls this Pokemon migrates to the southern seas.
222,9,CORSOLA live in warm southern seas. If the sea becomes polluted the beautiful coral stalks become discolored and crumble away in tatters.
222,10,In a south sea nation the people live in communities that are built on groups of these Pokemon.
222,11,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.
222,12,Many live in the clean seas of the south. They apparently can't live in polluted waters.
222,13,Many live in the clean seas of the south. They apparently can't live in polluted waters.
222,14,Many live in the clean seas of the south. They apparently can't live in polluted waters.
222,15,It continuously sheds and grows. The tip of its head is prized as a treasure because of its beauty.
222,16,In a south-sea nation the people live in communities that are built on groups of these Pokemon.
222,17,Many live in the clean seas of the south. They apparently can't live in polluted waters.
222,18,Many live in the clean seas of the south. They apparently can't live in polluted waters.
222,21,They prefer unpolluted southern seas. Their coral branches lose their color and deteriorate in dirty water.
222,22,They prefer unpolluted southern seas. Their coral branches lose their color and deteriorate in dirty water.
222,23,It continuously sheds and grows. The tip of its head is prized as a treasure because of its beauty.
222,24,They prefer unpolluted southern seas. Their coral branches lose their color and deteriorate in dirty water.
222,25,Corsola's branches glitter very beautifully in seven colors when they catch sunlight. If any branch breaks off this Pokemon grows it back in just one night.
222,26,Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokemon. When the water temperature falls this Pokemon migrates to the southern seas.
