id,pokedex_version_id,flavor_text
7,1,After birth its back swells and hardens into ashell. Powerfully sprays foam from its mouth.
7,2,After birth its back swells and hardens into ashell. Powerfully sprays foam from its mouth.
7,3,Shoots water at prey while in the water.Withdraws into its shell when in danger.
7,4,The shell is soft when it is born. It soon becomes soresilient prod ding fingers will bounce off it.
7,5,The shell which hardens soon after it is born isresilient. If you poke it it will bounce back out.
7,6,When it feels threatened it draws its legsinside its shell and sprays water from its mouth.
7,7,SQUIRTLE's shell is not merely used for protection. The shell's rounded shape and thegrooves on its surface help minimize resistance in water enabling this Pokemon to swim at high speeds.
7,8,SQUIRTLE's shell is not merely used for protection. The shell's rounded shape and thegrooves on its surface help minimize resistance in water enabling this Pokemon to swim at high speeds.
7,9,Its shell is not just for protection. Its rounded shape and the grooves on its surface minimize resistance in water enabling SQUIRTLE to swim at high speeds.
7,10,When it retracts its long neck into its shell it squirts out water with vigorous force.
7,11,After birth its back swells and hardens into a shell. It powerfully sprays foam from its mouth.
7,12,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,13,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,14,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,15,The shell is soft when it is born. It soon becomes so resilient prodding fingers will bounce off it.
7,16,The shell which hardens soon after it is born is resilient. If you poke it it will bounce back out.
7,17,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,18,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,21,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,22,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,23,It shelters itself in its shell then strikes back with spouts of water at every opportunity.
7,24,Shoots water at prey while in the water. Withdraws into its shell when in danger.
7,25,Squirtle's shell is not merely used for protection. The shell's rounded shape and the grooves on its surface help minimize resistance in water enabling this Pokemon to swim at high speeds.
7,26,Squirtle's shell is not merely used for protection. The shell's rounded shape and the grooves on its surface help minimize resistance in water enabling this Pokemon to swim at high speeds.
