id,pokedex_version_id,flavor_text
87,1,Stores thermal energy in its body. Swims at asteady 8 knots even in intensely cold waters.
87,2,Stores thermal energy in its body. Swims at asteady 8 knots even in intensely cold waters.
87,3,Its entire body is a snowy-white. Unharmed by evenintense cold it swims powerfully in icy waters.
87,4,Its streamlined body has little drag in water.The colder the temperature the friskier it gets.
87,5,It loves frigid seas with ice floes. It uses itslong tail to change swimming direction quickly.
87,6,It sleeps under shallow ocean waters during theday then looks for food at night when it's cold.
87,7,DEWGONG loves to snooze on bitterly cold ice. The sight of this Pokemon sleeping ona glacier was mistakenly thought to be a mermaid by a mariner long ago.
87,8,DEWGONG loves to snooze on bitterly cold ice. The sight of this Pokemon sleeping ona glacier was mistakenly thought to be a mermaid by a mariner long ago.
87,9,It loves to snooze on bitterly cold ice. The sight of this Pokemon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
87,10,Its body is covered with a pure white fur. The colder the weather the more active it becomes.
87,11,It stores thermal energy in the body. It swims at a steady eight knots even in intensely cold waters.
87,12,In snow the pure white coat covering its body obscures it from predators.
87,13,In snow the pure white coat covering its body obscures it from predators.
87,14,In snow the pure white coat covering its body obscures it from predators.
87,15,Its streamlined body has little drag in water. The colder the temperature the friskier it gets.
87,16,It loves frigid seas with ice floes. It uses its long tail to change swimming direction quickly.
87,17,In snow the pure white coat covering its body obscures it from predators.
87,18,In snow the pure white coat covering its body obscures it from predators.
87,21,Its streamlined body has low resistance and it swims around cold oceans at a speed of eight knots.
87,22,Its streamlined body has low resistance and it swims around cold oceans at a speed of eight knots.
87,23,Its body is covered with a pure white fur. The colder the weather the more active it becomes.
87,24,Its streamlined body has little drag in water. The colder the temperature the friskier it gets.
87,25,Dewgong loves to snooze on bitterly cold ice. The sight of this Pokemon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
87,26,Dewgong loves to snooze on bitterly cold ice. The sight of this Pokemon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
