id,pokedex_version_id,flavor_text
386,7,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS.The crystalline organ on this Pokemon's chest appears to be its brain.
386,8,DEOXYS emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers.This Pokemon shoots lasers from the crystalline organ on its chest.
386,9,A Pokemon that mutated from an extraterrestrial virus exposed to a laser beam. Its body is configured for superior agility and speed.
386,10,This DEOXYS has transformed into its aggressive guise. It can fool enemies by altering its appearance.
386,11,When it changes form an aurora appears. It absorbs attacks by altering its cellular structure.
386,12,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,13,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,14,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,15,DNA from a space virus mutated and became a Pokemon. It appears where auroras are seen.
386,16,DNA from a space virus mutated and became a Pokemon. It appears where auroras are seen.
386,17,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,18,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,21,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,22,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,23,An alien virus that fell to earth on a meteor underwent a DNA mutation to become this Pokemon.
386,24,DNA from a space virus mutated and became a Pokemon. It appears where auroras are seen.
386,25,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokemon's chest appears to be its brain.
386,26,Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokemon shoots lasers from the crystalline organ on its chest.
