id,pokedex_version_id,game_name,flavor_text
6,1,Red,Spits fire that is hot enough to melt boulders.Known to cause forest fires unintentionally.
6,2,Blue,Spits fire that is hot enough to melt boulders.Known to cause forest fires unintentionally.
6,3,Yellow,When expelling a blast of super hot fire the redflame at the tip of its tail burns more intensely.
6,4,Gold,If CHARIZARD be comes furious the flame at the tipof its tail flares up in a whitish- blue color.
6,5,Silver,Breathing intense hot flames it can melt almost any thing. Its breath inflicts terrible pain on enemies.
6,6,Crystal,It uses its wings to fly high. The temperature of itsfire increases as it gains exper ience in battle.
6,7,Ruby,CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heatthat it melts anything. However it never turns its fiery breath on any opponent weaker than itself.
6,8,Sapphire,CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heatthat it melts anything. However it never turns its fiery breath on any opponent weaker than itself.
6,9,Emerald,A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However it will never torch a weaker foe.
6,10,FireRed,Its wings can carry this Pokemon close to an altitude of 4 600 feet. It blows out fire at very high temperatures.
6,11,LeafGreen,It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
6,12,Diamond,It is said that CHARIZARD's fire burns hotter if it has experienced harsh battles.
6,13,Pearl,It is said that CHARIZARD's fire burns hotter if it has experienced harsh battles.
6,14,Platinum,It is said that CHARIZARD's fire burns hotter if it has experienced harsh battles.
6,15,HeartGold,If CHARIZARD becomes furious the flame at the tip of its tail flares up in a light blue shade.
6,16,SoulSilver,Breathing intense hot flames it can melt almost anything. Its breath inflicts terrible pain on enemies.
6,17,Black,It is said that Charizard's fire burns hotter if it has experienced harsh battles.
6,18,White,It is said that Charizard's fire burns hotter if it has experienced harsh battles.
6,21,Black 2,It is said that Charizard's fire burns hotter if it has experienced harsh battles.
6,22,White 2,It is said that Charizard's fire burns hotter if it has experienced harsh battles.
6,23,X,When expelling a blast of superhot fire the red flame at the tip of its tail burns more intensely.
6,24,Y,Its wings can carry this Pokemon close to an altitude of 4 600 feet. It blows out fire at very high temperatures.
6,25,Omega Ruby,Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However it never turns its fiery breath on any opponent weaker than itself.
6,26,Alpha Sapphire,Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However it never turns its fiery breath on any opponent weaker than itself.
