id,pokedex_version_id,game_name,flavor_text
224,4,Gold,It traps enemies with its suction- cupped tentaclesthen smashes them with its rock-hard head.
224,5,Silver,It instinctively sneaks into rocky holes. If it getssleepy it steals the nest of a fel low OCTILLERY.
224,6,Crystal,Its instinct is to bury itself in holes. It oftensteals the nesting holes of others to sleep in them.
224,7,Ruby,OCTILLERY grabs onto its foe using its tentacles. This Pokemon tries to immobilize it before delivering thefinishing blow. If the foe turns out to be too strong OCTILLERY spews ink to escape.
224,8,Sapphire,OCTILLERY grabs onto its foe using its tentacles. This Pokemon tries to immobilize it before delivering thefinishing blow. If the foe turns out to be too strong OCTILLERY spews ink to escape.
224,9,Emerald,It ensnares its foe with its suction- cupped tentacles before delivering the finishing blow. If the foe turns out to be too strong it spews ink to escape.
224,10,FireRed,It instinctively sneaks into rocky holes. If it gets sleepy it steals the nest of a fellow OCTILLERY.
224,11,LeafGreen,It traps enemies with its suction-cupped tentacles then smashes them with its rock-hard head.
224,12,Diamond,It lives in the gaps of boulders and in holes on the seafloor. Its suction cups grip prey tightly.
224,13,Pearl,It obscures its foe's vision by spitting a cloud of murky ink. It makes its nest among boulders.
224,14,Platinum,It loves to lurk inside holes in rocks. It sometimes sprays ink on prey by sticking out only its mouth.
224,15,HeartGold,It traps foes with the suction cups on its tentacles then smashes them with its rock-hard head.
224,16,SoulSilver,It instinctively sneaks into rocky holes. If it gets sleepy it steals the nest of a fellow OCTILLERY.
224,17,Black,It loves to lurk inside holes in rocks. It sometimes sprays ink on prey by sticking out only its mouth.
224,18,White,It loves to lurk inside holes in rocks. It sometimes sprays ink on prey by sticking out only its mouth.
224,21,Black 2,It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.
224,22,White 2,It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.
224,23,X,It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.
224,24,Y,It traps foes with the suction cups on its tentacles then smashes them with its rock-hard head.
224,25,Omega Ruby,Octillery grabs onto its foe using its tentacles. This Pokemon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong Octillery spews ink to escape.
224,26,Alpha Sapphire,Octillery grabs onto its foe using its tentacles. This Pokemon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong Octillery spews ink to escape.
