pokemon_id,version_group_id,move_name,level,type,power,accuracy
26,1,Growl,1,normal,-,100
26,1,Thunder Shock,1,electric,40,100
26,1,Thunder Wave,1,electric,-,100
26,2,Growl,1,normal,-,100
26,2,Thunder Shock,1,electric,40,100
26,2,Thunder Wave,1,electric,-,100
26,3,Tail Whip,1,normal,-,100
26,3,Thunder Shock,1,electric,40,100
26,3,Thunderbolt,1,electric,90,100
26,3,Quick Attack,1,normal,40,100
26,4,Tail Whip,1,normal,-,100
26,4,Thunder Shock,1,electric,40,100
26,4,Thunderbolt,1,electric,90,100
26,4,Quick Attack,1,normal,40,100
26,5,Tail Whip,1,normal,-,100
26,5,Thunder Shock,1,electric,40,100
26,5,Thunderbolt,1,electric,90,100
26,5,Quick Attack,1,normal,40,100
26,6,Tail Whip,1,normal,-,100
26,6,Thunder Shock,1,electric,40,100
26,6,Thunderbolt,1,electric,90,100
26,6,Quick Attack,1,normal,40,100
26,7,Tail Whip,1,normal,-,100
26,7,Thunder Shock,1,electric,40,100
26,7,Thunderbolt,1,electric,90,100
26,7,Quick Attack,1,normal,40,100
26,8,Tail Whip,1,normal,-,100
26,8,Thunder Shock,1,electric,40,100
26,8,Thunderbolt,1,electric,90,100
26,8,Quick Attack,1,normal,40,100
26,9,Tail Whip,1,normal,-,100
26,9,Thunder Shock,1,electric,40,100
26,9,Thunderbolt,1,electric,90,100
26,9,Quick Attack,1,normal,40,100
26,10,Tail Whip,1,normal,-,100
26,10,Thunder Shock,1,electric,40,100
26,10,Thunderbolt,1,electric,90,100
26,10,Quick Attack,1,normal,40,100
26,11,Tail Whip,1,normal,-,100
26,11,Thunder Shock,1,electric,40,100
26,11,Thunderbolt,1,electric,90,100
26,11,Quick Attack,1,normal,40,100
26,12,Tail Whip,1,normal,-,100
26,12,Thunder Shock,1,electric,40,100
26,12,Thunderbolt,1,electric,90,100
26,12,Quick Attack,1,normal,40,100
26,13,Tail Whip,1,normal,-,100
26,13,Thunder Shock,1,electric,40,100
26,13,Thunderbolt,1,electric,90,100
26,13,Quick Attack,1,normal,40,100
26,14,Tail Whip,1,normal,-,100
26,14,Thunder Shock,1,electric,40,100
26,14,Thunderbolt,1,electric,90,100
26,14,Quick Attack,1,normal,40,100
26,15,Tail Whip,1,normal,-,100
26,15,Thunder Shock,1,electric,40,100
26,15,Thunderbolt,1,electric,90,100
26,15,Quick Attack,1,normal,40,100
26,16,Tail Whip,1,normal,-,100
26,16,Thunder Shock,1,electric,40,100
26,16,Thunderbolt,1,electric,90,100
26,16,Quick Attack,1,normal,40,100
