id,pokedex_version_id,game_name,flavor_text
251,4,Gold,This Pokemon wan ders across time. Grass and treesflourish in the forests in which it has appeared.
251,5,Silver,When CELEBI disap pears deep in a forest it is saidto leave behind an egg it brought from the future.
251,6,Crystal,Revered as a guardian of the forest CELEBIappears wherever beautiful forests exist.
251,7,Ruby,This Pokemon came from the future by crossing over time. It is thought that so long as CELEBIappears a bright and shining future awaits us.
251,8,Sapphire,This Pokemon came from the future by crossing over time. It is thought that so long as CELEBIappears a bright and shining future awaits us.
251,9,Emerald,This Pokemon came from the future by crossing over time. It is thought that so long as CELEBI appears a bright and shining future awaits us.
251,10,FireRed,When CELEBI disappears deep in a forest it is said to leave behind an egg it brought from the future.
251,11,LeafGreen,This Pokemon wanders across time. Grass and trees flourish in the forests in which it has appeared.
251,12,Diamond,It has the power to travel across time but it is said to appear only in peaceful times.
251,13,Pearl,It has the power to travel across time but it is said to appear only in peaceful times.
251,14,Platinum,It has the power to travel across time but it is said to appear only in peaceful times.
251,15,HeartGold,This Pokemon wanders across time. Grass and trees flourish in the forests in which it has appeared.
251,16,SoulSilver,When CELEBI disappears deep in a forest it is said to leave behind an egg it brought from the future.
251,17,Black,It has the power to travel across time but it is said to appear only in peaceful times.
251,18,White,It has the power to travel across time but it is said to appear only in peaceful times.
251,21,Black 2,It has the power to travel across time but it is said to appear only in peaceful times.
251,22,White 2,It has the power to travel across time but it is said to appear only in peaceful times.
251,23,X,This Pokemon wanders across time. Grass and trees flourish in the forests in which it has appeared.
251,24,Y,It has the power to travel across time but it is said to appear only in peaceful times.
251,25,Omega Ruby,This Pokemon came from the future by crossing over time. It is thought that so long as Celebi appears a bright and shining future awaits us.
251,26,Alpha Sapphire,This Pokemon came from the future by crossing over time. It is thought that so long as Celebi appears a bright and shining future awaits us.
