id,pokedex_version_id,flavor_text
326,7,GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe.When this Pokemon uses its special power its snorting breath grows labored.
326,8,GRUMPIG uses the black pearls on its body to wield its fantastic powers. When it is doing so it dances bizarrely.This Pokemon's black pearls are valuable as works of art.
326,9,It stores power in the black pearls on its forehead. When it uses psychic power it performs an odd dance step. Its style of dancing became hugely popular overseas.
326,10,It can gain control over foes by doing odd dance steps. The black pearls on its forehead are precious gems.
326,11,It can gain control over foes by doing odd dance steps. The black pearls on its forehead are precious gems.
326,12,It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.
326,13,It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.
326,14,It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.
326,15,It can perform odd dance steps to influence foes. Its style of dancing became hugely popular overseas.
326,16,It can perform odd dance steps to influence foes. Its style of dancing became hugely popular overseas.
326,17,It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.
326,18,It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.
326,21,It uses black pearls to amplify its psychic power. It does a strange dance to control foes' minds.
326,22,It uses black pearls to amplify its psychic power. It does a strange dance to control foes' minds.
326,23,It uses black pearls to amplify its psychic power. It does a strange dance to control foes' minds.
326,24,It uses black pearls to amplify its psychic power. It does an odd dance to gain control over foes.
326,25,Grumpig uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this Pokemon uses its special power its snorting breath grows labored.
326,26,Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so it dances bizarrely. This Pokemon's black pearls are valuable as works of art.
