pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
345,lileep,5,51,Acid,1,15,
345,lileep,5,76,Solar Beam,4,0,
345,lileep,5,92,Toxic,4,0,
345,lileep,5,104,Double Team,4,0,
345,lileep,5,105,Recover,2,0,
345,lileep,5,109,Confuse Ray,1,29,
345,lileep,5,112,Barrier,2,0,
345,lileep,5,132,Constrict,1,8,
345,lileep,5,133,Amnesia,1,36,
345,lileep,5,156,Rest,4,0,
345,lileep,5,157,Rock Slide,2,0,
345,lileep,5,182,Protect,4,0,
345,lileep,5,188,Sludge Bomb,4,0,
345,lileep,5,201,Sandstorm,4,0,
345,lileep,5,202,Giga Drain,4,0,
345,lileep,5,213,Attract,4,0,
345,lileep,5,216,Return,4,0,
345,lileep,5,218,Frustration,4,0,
345,lileep,5,237,Hidden Power,4,0,
345,lileep,5,241,Sunny Day,4,0,
345,lileep,5,243,Mirror Coat,2,0,
345,lileep,5,246,Ancient Power,1,43,
345,lileep,5,254,Stockpile,1,50,1
345,lileep,5,255,Spit Up,1,50,2
345,lileep,5,256,Swallow,1,50,3
345,lileep,5,263,Facade,4,0,
345,lileep,5,275,Ingrain,1,22,
345,lileep,5,290,Secret Power,4,0,
345,lileep,5,310,Astonish,1,1,
345,lileep,5,331,Bullet Seed,4,0,
345,lileep,6,34,Body Slam,3,0,
345,lileep,6,38,Double-Edge,3,0,
345,lileep,6,51,Acid,1,15,
345,lileep,6,76,Solar Beam,4,0,
345,lileep,6,92,Toxic,4,0,
345,lileep,6,102,Mimic,3,0,
345,lileep,6,104,Double Team,4,0,
345,lileep,6,105,Recover,2,0,
345,lileep,6,109,Confuse Ray,1,29,
345,lileep,6,112,Barrier,2,0,
345,lileep,6,132,Constrict,1,8,
345,lileep,6,133,Amnesia,1,36,
345,lileep,6,156,Rest,4,0,
345,lileep,6,157,Rock Slide,2,0,
345,lileep,6,157,Rock Slide,3,0,
345,lileep,6,164,Substitute,3,0,
345,lileep,6,173,Snore,3,0,
345,lileep,6,182,Protect,4,0,
345,lileep,6,188,Sludge Bomb,4,0,
345,lileep,6,189,Mud-Slap,3,0,
345,lileep,6,201,Sandstorm,4,0,
345,lileep,6,202,Giga Drain,4,0,
345,lileep,6,203,Endure,3,0,
345,lileep,6,207,Swagger,3,0,
345,lileep,6,213,Attract,4,0,
345,lileep,6,214,Sleep Talk,3,0,
345,lileep,6,216,Return,4,0,
345,lileep,6,218,Frustration,4,0,
345,lileep,6,237,Hidden Power,4,0,
345,lileep,6,241,Sunny Day,4,0,
345,lileep,6,243,Mirror Coat,2,0,
345,lileep,6,244,Psych Up,3,0,
345,lileep,6,246,Ancient Power,1,43,
345,lileep,6,254,Stockpile,1,50,1
345,lileep,6,255,Spit Up,1,50,2
345,lileep,6,256,Swallow,1,50,3
345,lileep,6,263,Facade,4,0,
345,lileep,6,275,Ingrain,1,22,
345,lileep,6,290,Secret Power,4,0,
345,lileep,6,310,Astonish,1,1,
345,lileep,6,331,Bullet Seed,4,0,
345,lileep,7,34,Body Slam,3,0,
345,lileep,7,38,Double-Edge,3,0,
345,lileep,7,51,Acid,1,15,
345,lileep,7,76,Solar Beam,4,0,
345,lileep,7,92,Toxic,4,0,
345,lileep,7,102,Mimic,3,0,
345,lileep,7,104,Double Team,4,0,
345,lileep,7,105,Recover,2,0,
345,lileep,7,109,Confuse Ray,1,29,
345,lileep,7,112,Barrier,2,0,
345,lileep,7,132,Constrict,1,8,
345,lileep,7,133,Amnesia,1,36,
345,lileep,7,156,Rest,4,0,
345,lileep,7,157,Rock Slide,2,0,
345,lileep,7,157,Rock Slide,3,0,
345,lileep,7,164,Substitute,3,0,
345,lileep,7,182,Protect,4,0,
345,lileep,7,188,Sludge Bomb,4,0,
345,lileep,7,201,Sandstorm,4,0,
345,lileep,7,202,Giga Drain,4,0,
345,lileep,7,213,Attract,4,0,
345,lileep,7,216,Return,4,0,
345,lileep,7,218,Frustration,4,0,
345,lileep,7,237,Hidden Power,4,0,
345,lileep,7,241,Sunny Day,4,0,
345,lileep,7,243,Mirror Coat,2,0,
345,lileep,7,246,Ancient Power,1,43,
345,lileep,7,254,Stockpile,1,50,1
345,lileep,7,255,Spit Up,1,50,2
345,lileep,7,256,Swallow,1,50,3
345,lileep,7,263,Facade,4,0,
345,lileep,7,275,Ingrain,1,22,
345,lileep,7,290,Secret Power,4,0,
345,lileep,7,310,Astonish,1,1,
345,lileep,7,331,Bullet Seed,4,0,
345,lileep,8,14,Swords Dance,4,0,
345,lileep,8,51,Acid,1,8,
345,lileep,8,76,Solar Beam,4,0,
345,lileep,8,92,Toxic,4,0,
345,lileep,8,104,Double Team,4,0,
345,lileep,8,105,Recover,2,0,
345,lileep,8,109,Confuse Ray,1,22,
345,lileep,8,112,Barrier,2,0,
345,lileep,8,132,Constrict,1,1,2
345,lileep,8,133,Amnesia,1,29,
345,lileep,8,148,Flash,4,0,
345,lileep,8,156,Rest,4,0,
345,lileep,8,157,Rock Slide,2,0,
345,lileep,8,157,Rock Slide,4,0,
345,lileep,8,164,Substitute,4,0,
345,lileep,8,182,Protect,4,0,
345,lileep,8,188,Sludge Bomb,4,0,
345,lileep,8,201,Sandstorm,4,0,
345,lileep,8,202,Giga Drain,4,0,
345,lileep,8,203,Endure,4,0,
345,lileep,8,207,Swagger,4,0,
345,lileep,8,213,Attract,4,0,
345,lileep,8,214,Sleep Talk,4,0,
345,lileep,8,216,Return,4,0,
345,lileep,8,218,Frustration,4,0,
345,lileep,8,237,Hidden Power,4,0,
345,lileep,8,241,Sunny Day,4,0,
345,lileep,8,243,Mirror Coat,2,0,
345,lileep,8,246,Ancient Power,1,43,
345,lileep,8,254,Stockpile,1,57,1
345,lileep,8,255,Spit Up,1,57,2
345,lileep,8,256,Swallow,1,57,3
345,lileep,8,263,Facade,4,0,
345,lileep,8,275,Ingrain,1,15,
345,lileep,8,290,Secret Power,4,0,
345,lileep,8,310,Astonish,1,1,1
345,lileep,8,317,Rock Tomb,4,0,
345,lileep,8,321,Tickle,2,0,
345,lileep,8,331,Bullet Seed,4,0,
345,lileep,8,363,Natural Gift,4,0,
345,lileep,8,378,Wring Out,1,64,
345,lileep,8,378,Wring Out,2,0,
345,lileep,8,380,Gastro Acid,1,36,
345,lileep,8,397,Rock Polish,4,0,
345,lileep,8,412,Energy Ball,1,50,
345,lileep,8,412,Energy Ball,4,0,
345,lileep,8,445,Captivate,4,0,
345,lileep,8,446,Stealth Rock,4,0,
345,lileep,8,447,Grass Knot,4,0,
345,lileep,9,14,Swords Dance,4,0,
345,lileep,9,51,Acid,1,8,
345,lileep,9,76,Solar Beam,4,0,
345,lileep,9,92,Toxic,4,0,
345,lileep,9,104,Double Team,4,0,
345,lileep,9,105,Recover,2,0,
345,lileep,9,109,Confuse Ray,1,22,
345,lileep,9,112,Barrier,2,0,
345,lileep,9,132,Constrict,1,1,2
345,lileep,9,133,Amnesia,1,29,
345,lileep,9,148,Flash,4,0,
345,lileep,9,156,Rest,4,0,
345,lileep,9,157,Rock Slide,2,0,
345,lileep,9,157,Rock Slide,4,0,
345,lileep,9,164,Substitute,4,0,
345,lileep,9,173,Snore,3,0,
345,lileep,9,182,Protect,4,0,
345,lileep,9,188,Sludge Bomb,4,0,
345,lileep,9,189,Mud-Slap,3,0,
345,lileep,9,201,Sandstorm,4,0,
345,lileep,9,202,Giga Drain,4,0,
345,lileep,9,203,Endure,4,0,
345,lileep,9,207,Swagger,4,0,
345,lileep,9,213,Attract,4,0,
345,lileep,9,214,Sleep Talk,4,0,
345,lileep,9,216,Return,4,0,
345,lileep,9,218,Frustration,4,0,
345,lileep,9,235,Synthesis,3,0,
345,lileep,9,237,Hidden Power,4,0,
345,lileep,9,241,Sunny Day,4,0,
345,lileep,9,243,Mirror Coat,2,0,
345,lileep,9,246,Ancient Power,1,43,
345,lileep,9,246,Ancient Power,3,0,
345,lileep,9,254,Stockpile,1,57,1
345,lileep,9,255,Spit Up,1,57,2
345,lileep,9,256,Swallow,1,57,3
345,lileep,9,263,Facade,4,0,
345,lileep,9,275,Ingrain,1,15,
345,lileep,9,290,Secret Power,4,0,
345,lileep,9,310,Astonish,1,1,1
345,lileep,9,317,Rock Tomb,4,0,
345,lileep,9,321,Tickle,2,0,
345,lileep,9,331,Bullet Seed,4,0,
345,lileep,9,363,Natural Gift,4,0,
345,lileep,9,378,Wring Out,1,64,
345,lileep,9,378,Wring Out,2,0,
345,lileep,9,380,Gastro Acid,1,36,
345,lileep,9,380,Gastro Acid,3,0,
345,lileep,9,397,Rock Polish,4,0,
345,lileep,9,402,Seed Bomb,3,0,
345,lileep,9,412,Energy Ball,1,50,
345,lileep,9,412,Energy Ball,4,0,
345,lileep,9,414,Earth Power,3,0,
345,lileep,9,445,Captivate,4,0,
345,lileep,9,446,Stealth Rock,4,0,
345,lileep,9,447,Grass Knot,4,0,
345,lileep,10,14,Swords Dance,4,0,
345,lileep,10,51,Acid,1,8,
345,lileep,10,76,Solar Beam,4,0,
345,lileep,10,81,String Shot,3,0,
345,lileep,10,92,Toxic,4,0,
345,lileep,10,104,Double Team,4,0,
345,lileep,10,105,Recover,2,0,
345,lileep,10,109,Confuse Ray,1,22,
345,lileep,10,112,Barrier,2,0,
345,lileep,10,132,Constrict,1,1,2
345,lileep,10,133,Amnesia,1,29,
345,lileep,10,148,Flash,4,0,
345,lileep,10,156,Rest,4,0,
345,lileep,10,157,Rock Slide,2,0,
345,lileep,10,157,Rock Slide,4,0,
345,lileep,10,164,Substitute,4,0,
345,lileep,10,173,Snore,3,0,
345,lileep,10,174,Curse,2,0,
345,lileep,10,182,Protect,4,0,
345,lileep,10,188,Sludge Bomb,4,0,
345,lileep,10,189,Mud-Slap,3,0,
345,lileep,10,201,Sandstorm,4,0,
345,lileep,10,202,Giga Drain,4,0,
345,lileep,10,203,Endure,4,0,
345,lileep,10,207,Swagger,4,0,
345,lileep,10,213,Attract,4,0,
345,lileep,10,214,Sleep Talk,4,0,
345,lileep,10,216,Return,4,0,
345,lileep,10,218,Frustration,4,0,
345,lileep,10,220,Pain Split,3,0,
345,lileep,10,235,Synthesis,3,0,
345,lileep,10,237,Hidden Power,4,0,
345,lileep,10,241,Sunny Day,4,0,
345,lileep,10,243,Mirror Coat,2,0,
345,lileep,10,246,Ancient Power,1,43,
345,lileep,10,246,Ancient Power,3,0,
345,lileep,10,254,Stockpile,1,57,1
345,lileep,10,255,Spit Up,1,57,2
345,lileep,10,256,Swallow,1,57,3
345,lileep,10,263,Facade,4,0,
345,lileep,10,275,Ingrain,1,15,
345,lileep,10,290,Secret Power,4,0,
345,lileep,10,310,Astonish,1,1,1
345,lileep,10,317,Rock Tomb,4,0,
345,lileep,10,321,Tickle,2,0,
345,lileep,10,331,Bullet Seed,4,0,
