id,pokedex_version_id,flavor_text
186,4,If POLIWAG and POLIWHIRL hear its echoing cry theyrespond by gather ing from far and wide.
186,5,Whenever three or more of these get together theysing in a loud voice that sounds like bellowing.
186,6,When it expands its throat to croak out a tune nearby POLIWAG and POLIWHIRL gather immediately.
186,7,The curled hair on POLITOED's head is proof of its status as a king. It is said that the longer and more curled thehair the more respect this Pokemon earns from its peers.
186,8,The curled hair on POLITOED's head is proof of its status as a king. It is said that the longer and more curled thehair the more respect this Pokemon earns from its peers.
186,9,The curled hair on its head proves its status as a king. It is said that the longer and curlier the hair the more respect it earns from its peers.
186,10,Whenever three or more of these get together they sing in a loud voice that sounds like bellowing.
186,11,If POLIWAG and POLIWHIRL hear its echoing cry they respond by gathering from far and wide.
186,12,It gathers groups of others as their leader. Its cries make POLIWAG obey.
186,13,It gathers groups of others as their leader. Its cries make POLIWAG obey.
186,14,It gathers groups of others as their leader. Its cries make POLIWAG obey.
186,15,If POLIWAG and POLIWHIRL hear its echoing cry they respond by gathering from far and wide.
186,16,Whenever three or more of these get together they sing in a loud voice that sounds like bellowing.
186,17,It gathers groups of others as their leader. Its cries make Poliwag obey.
186,18,It gathers groups of others as their leader. Its cries make Poliwag obey.
186,21,It gathers groups of others as their leader. Its cries make Poliwag obey.
186,22,It gathers groups of others as their leader. Its cries make Poliwag obey.
186,23,Whenever three or more of these get together they sing in a loud voice that sounds like bellowing.
186,24,If Poliwag and Poliwhirl hear its echoing cry they respond by gathering from far and wide.
186,25,The curled hair on Politoed's head is proof of its status as a king. It is said that the longer and more curled the hair the more respect this Pokemon earns from its peers.
186,26,The curled hair on Politoed's head is proof of its status as a king. It is said that the longer and more curled the hair the more respect this Pokemon earns from its peers.
