id,pokedex_version_id,flavor_text
193,4,If it flaps its wings really fast it can generateshock waves that will shatter win dows in the area.
193,5,Its large eyes can scan 360 degrees. It looks in alldirections to seek out insects as its prey.
193,6,It can see in all directions without moving its bigeyes helping it spot attackers and food right away.
193,7,YANMA is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept atmaking sudden stops and turning midair. This Pokemon uses its flying ability to quickly chase down targeted prey.
193,8,YANMA is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept atmaking sudden stops and turning midair. This Pokemon uses its flying ability to quickly chase down targeted prey.
193,9,It can see 360 degrees without moving its eyes. It is a great flier capable of making sudden stops and turning midair to quickly chase down targeted prey.
193,10,Its large eyes can scan 360 degrees. It looks in all directions to seek out insects as its prey.
193,11,If it flaps its wings really fast it can generate shock waves that will shatter windows in the area.
193,12,Its eyes can see 360 degrees without moving its head. It won't miss prey--even those behind it.
193,13,Its eyes can see 360 degrees without moving its head. It won't miss prey--even those behind it.
193,14,It can hover in one spot by flapping its wings at high speed. It flits about to guard its territory.
193,15,If it flaps its wings really fast it can generate shock waves that will shatter windows in the area.
193,16,Its large eyes can scan 360 degrees. It looks in all directions to seek out insects as its prey.
193,17,It can hover in one spot by flapping its wings at high speed. It flits about to guard its territory.
193,18,It can hover in one spot by flapping its wings at high speed. It flits about to guard its territory.
193,21,By flapping its wings at high speed it can fly freely through the air. Even sudden stops are no problem.
193,22,By flapping its wings at high speed it can fly freely through the air. Even sudden stops are no problem.
193,23,Its eyes can see 360 degrees without moving its head. It won't miss prey--even those behind it.
193,24,If it flaps its wings really fast it can generate shock waves that will shatter windows in the area.
193,25,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokemon uses its flying ability to quickly chase down targeted prey.
193,26,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokemon uses its flying ability to quickly chase down targeted prey.
