id,pokedex_version_id,flavor_text
145,1,A legendary bird Pokemon that is said to appearfrom clouds while dropping enormous lightning bolts.
145,2,A legendary bird Pokemon that is said to appearfrom clouds while dropping enormous lightning bolts.
145,3,This legendary bird Pokemon is said to appearwhen the sky turns dark and lightning showers down.
145,4,This legendary bird Pokemon causes savagethunderstorms by flapping its glit tering wings.
145,5,This legendary bird Pokemon is said to appearonly when a thun dercloud parts into two halves.
145,6,Legendary bird Pokemon. They say lightning causedby the flapping of its wings causes summer storms.
145,7,ZAPDOS is a legendary bird Pokemon that has the ability to control electricity. It usually lives in thunderclouds.The Pokemon gains power if it is stricken by lightning bolts.
145,8,ZAPDOS is a legendary bird Pokemon that has the ability to control electricity. It usually lives in thunderclouds.The Pokemon gains power if it is stricken by lightning bolts.
145,9,ZAPDOS is a legendary bird Pokemon that has the ability to control electricity. It usually lives in thunderclouds. It gains power if it is stricken by lightning bolts.
145,10,One of the legendary bird Pokemon. While it is flying it makes crackling and snapping sounds.
145,11,A legendary bird Pokemon that is said to appear from clouds while dropping enormous lightning bolts.
145,12,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,13,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,14,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,15,This legendary bird Pokemon causes savage thunderstorms by flapping its glittering wings.
145,16,This legendary bird Pokemon is said to appear only when a thundercloud parts into two halves.
145,17,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,18,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,21,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,22,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,23,A legendary bird Pokemon that is said to appear from clouds while dropping enormous lightning bolts.
145,24,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
145,25,Zapdos is a legendary bird Pokemon that has the ability to control electricity. It usually lives in thunderclouds. The Pokemon gains power if it is stricken by lightning bolts.
145,26,Zapdos is a legendary bird Pokemon that has the ability to control electricity. It usually lives in thunderclouds. The Pokemon gains power if it is stricken by lightning bolts.
