id,pokedex_version_id,flavor_text
143,1,Very lazy. Just eats and sleeps. As its rotundbulk builds it becomes steadily more slothful.
143,2,Very lazy. Just eats and sleeps. As its rotundbulk builds it becomes steadily more slothful.
143,3,Will eat anything even if the food happens to be alittle moldy. It never gets an upset stomach.
143,4,What sounds like its cry may ac tually be itssnores or the rumblings of its hungry belly.
143,5,Its stomach's di gestive juices can dissolve any kindof poison. It can even eat things off the ground.
143,6,This Pokemon's stomach is so strong eveneating moldy or rotten food will not affect it.
143,7,SNORLAX's typical day consists of nothing more than eating and sleeping. It is such a docile Pokemon that thereare children who use its expansive belly as a place to play.
143,8,SNORLAX's typical day consists of nothing more than eating and sleeping. It is such a docile Pokemon that thereare children who use its expansive belly as a place to play.
143,9,SNORLAX's typical day consists of nothing more than eating and sleeping. It is such a docile Pokemon that there are children who use its big belly as a place to play.
143,10,It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating it goes promptly to sleep.
143,11,Very lazy. Just eats and sleeps. As its rotund bulk builds it becomes steadily more slothful.
143,12,Its stomach can digest any kind of food even if it happens to be moldy or rotten.
143,13,It stops eating only to sleep. It doesn't feel full unless it eats nearly 900 pounds a day.
143,14,When its belly is full it becomes too lethargic to even lift a finger so it is safe to bounce on its belly.
143,15,What sounds like its cry may actually be its snores or the rumblings of its hungry belly.
143,16,Its stomach's digestive juices can dissolve any kind of poison. It can even eat things off the ground.
143,17,When its belly is full it becomes too lethargic to even lift a finger so it is safe to bounce on its belly.
143,18,When its belly is full it becomes too lethargic to even lift a finger so it is safe to bounce on its belly.
143,21,When its belly is full it becomes too lethargic to even lift a finger so it is safe to bounce on its belly.
143,22,When its belly is full it becomes too lethargic to even lift a finger so it is safe to bounce on its belly.
143,23,It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating it goes promptly to sleep.
143,24,Its stomach can digest any kind of food even if it happens to be moldy or rotten.
143,25,Snorlax's typical day consists of nothing more than eating and sleeping. It is such a docile Pokemon that there are children who use its expansive belly as a place to play.
143,26,Snorlax's typical day consists of nothing more than eating and sleeping. It is such a docile Pokemon that there are children who use its expansive belly as a place to play.
