id,pokedex_version_id,flavor_text
388,12,It lives along water in forests. In the daytime it leaves the forest to sunbathe its treed shell.
388,13,The shell is hardened soil. Some Pokemon come to peck the berries growing on the trees on its back.
388,14,It knows where pure water wells up. It carries fellow Pokemon there on its back.
388,15,A GROTLE that lives in the forest is said to have its own secret springwater.
388,16,A GROTLE that lives in the forest is said to have its own secret springwater.
388,17,It knows where pure water wells up. It carries fellow Pokemon there on its back.
388,18,It knows where pure water wells up. It carries fellow Pokemon there on its back.
388,21,It knows where pure water wells up. It carries fellow Pokemon there on its back.
388,22,It knows where pure water wells up. It carries fellow Pokemon there on its back.
388,23,It lives along water in forests. In the daytime it leaves the forest to sunbathe its treed shell.
388,24,It knows where pure water wells up. It carries fellow Pokemon there on its back.
388,25,It lives along water in forests. In the daytime it leaves the forest to sunbathe its treed shell.
388,26,It knows where pure water wells up. It carries fellow Pokemon there on its back.
