pokemon_id,identifier,version_group_id,move_id,move_name,pokemon_move_method_id,level,order
277,swellow,5,17,Wing Attack,1,13,
277,swellow,5,45,Growl,1,1,2
277,swellow,5,64,Peck,1,1,1
277,swellow,5,97,Agility,1,49,
277,swellow,5,98,Quick Attack,1,1,4
277,swellow,5,98,Quick Attack,1,8,
277,swellow,5,104,Double Team,1,19,
277,swellow,5,116,Focus Energy,1,1,3
277,swellow,5,116,Focus Energy,1,4,
277,swellow,5,283,Endeavor,1,28,
277,swellow,5,332,Aerial Ace,1,38,
277,swellow,6,17,Wing Attack,1,13,
277,swellow,6,45,Growl,1,1,2
277,swellow,6,64,Peck,1,1,1
277,swellow,6,97,Agility,1,49,
277,swellow,6,98,Quick Attack,1,1,4
277,swellow,6,98,Quick Attack,1,8,
277,swellow,6,104,Double Team,1,19,
277,swellow,6,116,Focus Energy,1,1,3
277,swellow,6,116,Focus Energy,1,4,
277,swellow,6,283,Endeavor,1,28,
277,swellow,6,332,Aerial Ace,1,38,
277,swellow,7,17,Wing Attack,1,13,
277,swellow,7,45,Growl,1,1,2
277,swellow,7,64,Peck,1,1,1
277,swellow,7,97,Agility,1,49,
277,swellow,7,98,Quick Attack,1,1,4
277,swellow,7,98,Quick Attack,1,8,
277,swellow,7,104,Double Team,1,19,
277,swellow,7,116,Focus Energy,1,1,3
277,swellow,7,116,Focus Energy,1,4,
277,swellow,7,283,Endeavor,1,28,
277,swellow,7,332,Aerial Ace,1,38,
277,swellow,8,17,Wing Attack,1,13,
277,swellow,8,45,Growl,1,1,3
277,swellow,8,64,Peck,1,1,2
277,swellow,8,97,Agility,1,49,
277,swellow,8,98,Quick Attack,1,1,5
277,swellow,8,98,Quick Attack,1,8,
277,swellow,8,104,Double Team,1,19,
277,swellow,8,116,Focus Energy,1,1,4
277,swellow,8,116,Focus Energy,1,4,
277,swellow,8,283,Endeavor,1,28,
277,swellow,8,332,Aerial Ace,1,38,
277,swellow,8,365,Pluck,1,1,1
277,swellow,8,403,Air Slash,1,61,
277,swellow,9,17,Wing Attack,1,13,
277,swellow,9,45,Growl,1,1,3
277,swellow,9,64,Peck,1,1,2
277,swellow,9,97,Agility,1,49,
277,swellow,9,98,Quick Attack,1,1,5
277,swellow,9,98,Quick Attack,1,8,
277,swellow,9,104,Double Team,1,19,
277,swellow,9,116,Focus Energy,1,1,4
277,swellow,9,116,Focus Energy,1,4,
277,swellow,9,283,Endeavor,1,28,
277,swellow,9,332,Aerial Ace,1,38,
277,swellow,9,365,Pluck,1,1,1
277,swellow,9,403,Air Slash,1,61,
277,swellow,10,17,Wing Attack,1,13,
277,swellow,10,45,Growl,1,1,3
277,swellow,10,64,Peck,1,1,2
277,swellow,10,97,Agility,1,49,
277,swellow,10,98,Quick Attack,1,1,5
277,swellow,10,98,Quick Attack,1,8,
277,swellow,10,104,Double Team,1,19,
277,swellow,10,116,Focus Energy,1,1,4
277,swellow,10,116,Focus Energy,1,4,
277,swellow,10,283,Endeavor,1,28,
277,swellow,10,332,Aerial Ace,1,38,
277,swellow,10,365,Pluck,1,1,1
277,swellow,10,403,Air Slash,1,61,
277,swellow,11,17,Wing Attack,1,13,
277,swellow,11,45,Growl,1,1,3
277,swellow,11,64,Peck,1,1,2
277,swellow,11,97,Agility,1,49,
277,swellow,11,98,Quick Attack,1,1,5
277,swellow,11,98,Quick Attack,1,8,
277,swellow,11,104,Double Team,1,19,
277,swellow,11,116,Focus Energy,1,1,4
277,swellow,11,116,Focus Energy,1,4,
277,swellow,11,283,Endeavor,1,28,
277,swellow,11,332,Aerial Ace,1,38,
277,swellow,11,365,Pluck,1,1,1
277,swellow,11,403,Air Slash,1,61,
277,swellow,12,17,Wing Attack,1,13,
277,swellow,12,45,Growl,1,1,2
277,swellow,12,64,Peck,1,1,1
277,swellow,12,97,Agility,1,49,
277,swellow,12,98,Quick Attack,1,1,4
277,swellow,12,98,Quick Attack,1,8,
277,swellow,12,104,Double Team,1,19,
277,swellow,12,116,Focus Energy,1,1,3
277,swellow,12,116,Focus Energy,1,4,
277,swellow,12,283,Endeavor,1,28,
277,swellow,12,332,Aerial Ace,1,38,
277,swellow,13,17,Wing Attack,1,13,
277,swellow,13,45,Growl,1,1,2
277,swellow,13,64,Peck,1,1,1
277,swellow,13,97,Agility,1,49,
277,swellow,13,98,Quick Attack,1,1,4
277,swellow,13,98,Quick Attack,1,8,
277,swellow,13,104,Double Team,1,19,
277,swellow,13,116,Focus Energy,1,1,3
277,swellow,13,116,Focus Energy,1,4,
277,swellow,13,283,Endeavor,1,28,
277,swellow,13,332,Aerial Ace,1,38,
277,swellow,14,17,Wing Attack,1,13,
277,swellow,14,45,Growl,1,1,3
277,swellow,14,64,Peck,1,1,2
277,swellow,14,97,Agility,1,49,
277,swellow,14,98,Quick Attack,1,1,5
277,swellow,14,98,Quick Attack,1,8,
