id,pokedex_version_id,flavor_text
375,7,When two BELDUM fuse together METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system.By linking its brains magnetically this Pokemon generates strong psychokinetic power.
375,8,When two BELDUM fuse together METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system.This Pokemon turns its arms to the rear for traveling at high speed.
375,9,The claws tipping its arms pack the destructive power to tear through thick iron sheets as if they were silk. It flies at over 60 miles per hour.
375,10,It floats midair using magnetism. Its body is so tough even a crash with a jet plane won't leave a scratch.
375,11,It floats midair using magnetism. Its body is so tough even a crash with a jet plane won't leave a scratch.
375,12,It is formed by two BELDUM joining together. Its steel body won't be scratched if it collides with a jet.
375,13,It is formed by two BELDUM joining together. Its steel body won't be scratched if it collides with a jet.
375,14,It is formed by two BELDUM joining together. Its steel body won't be scratched if it collides with a jet.
375,15,When two BELDUM fuse together a magnetic nervous system places their brains in union.
375,16,When two BELDUM fuse together a magnetic nervous system places their brains in union.
375,17,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
375,18,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
375,21,It is formed by two Beldum joining together. Its two brains are linked amplifying its psychic power.
375,22,It is formed by two Beldum joining together. Its two brains are linked amplifying its psychic power.
375,23,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
375,24,It is formed by two Beldum joining together. Its two brains are linked amplifying its psychic power.
375,25,When two Beldum fuse together Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically this Pokemon generates strong psychokinetic power.
375,26,When two Beldum fuse together Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokemon turns its arms to the rear for traveling at high speed.
