id,pokedex_version_id,flavor_text
283,7,From the tips of its feet SURSKIT secretes an oil that enables it to walk on water as if it were skating.This Pokemon feeds on microscopic organisms in ponds and lakes.
283,8,If SURSKIT senses danger it secretes a thick sugary syrup from the tip of its head.There are some Pokemon that love eating this syrup.
283,9,They gather on puddles after evening downpours gliding across the surface of water as if sliding. It secretes honey with a sweet aroma from its head.
283,10,They usually live on ponds but after an evening shower they may appear on puddles in towns.
283,11,They usually live on ponds but after an evening shower they may appear on puddles in towns.
283,12,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,13,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,14,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,15,It secretes a thick sweet-scented syrup from the tip of its head. It lives on weed-choked ponds.
283,16,It secretes a thick sweet-scented syrup from the tip of its head. It lives on weed-choked ponds.
283,17,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,18,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,21,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,22,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,23,They usually live on ponds but after an evening shower they may appear on puddles in towns.
283,24,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
283,25,From the tips of its feet Surskit secretes an oil that enables it to walk on water as if it were skating. This Pokemon feeds on microscopic organisms in ponds and lakes.
283,26,If Surskit senses danger it secretes a thick sugary syrup from the tip of its head. There are some Pokemon that love eating this syrup.
